ID,Nombre,Calificación,Tipo_Comida,Direccion,Coordenadas,Comentario,Fecha_Comentario,Calificacion_Comentario
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Tengo que decir que la última vez que viajé volver a los Estados Unidos ., visité a PF CHANGS y fue decepcionante. Sin embargo, él nueva es PF Changs en San José sigue siendo alta calidad, gran servicio, comida increíble y excelentes bebidas. Está ubicado no muy bien para aparcar, pero justo a la salida de la autopista. Es mucho más grande de lo que parece y la espera nunca es tan largo. Hemos estado tres veces. El menú es una familiar todos sabemos, pero la comida es fresca que sus contrapartes en los Estados Unidos, como si todavía se preocupan de calidad aquí. Ya que envejece, probablemente siga el camino de otras grandes cadenas hoteleras aquí, cuesta abajo, pero por ahora todavía es excepcional.",8-junio-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","He visitado los restaurantes de más de 15 PF Chang diferente en los Estados Unidos, Puerto Rico. Visite Costa Rica regularmente a visitar a mi familia. He estado en PF Chang's en San Rafael de Escazu, Costa Rica al menos en 3 ocasiones y es un lugar estupendo para comer pero algunas de sus recetas clásicas necesitan ser constante a lo que los clientes se utiliza en los Estados Unidos. Muchos de los artículos en su menú están destinados a compartir. Por ejemplo, he ordenado por lo menos 3 veces la carne mongol, Classic Pepper Steak y el arroz y las porciones son mucho más pequeñas de lo que PF Chang's nos ha acostumbrado durante muchos años. Me pareció que era una vez error, pero parece ser que sus raciones son más pequeñas que en los Estados Unidos. Entiendo que si es cuidada, más clientes se queden satisfechos y volveremos al restaurante. El restaurante está en un lugar excelente y es un gran lugar para ir con su familia. Espero que esta crítica sirve PF Chang's en Costa Rica como motivación. Es un lugar excelente, pero podría ser un excelente.",7-junio-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422",Pedimos rollos de huevo que eran excelentes mi esposa tenía la sopa caliente y amarga y yo tenía sopa wonton que ambas eran excelentes. También pedimos el bistec con pimienta y cebolla que también era de buena calidad y el arroz frito con cerdo. Pero la próxima vez que estemos en la rea volveremos.,30-mayo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Esta es una gran opción para comida china en Costa Rica! El servicio y el ambiente es estupendo y la comida excelente. El servicio de aparcacoches es gratis si sellar el billete. Es lo que es, un restaurante de cadena. Pero si en Escazu y sensación puckish para China es perfecto!",29-mayo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","La comida es deliciosa. Cada comida que he tenido no ha sido muy rico. El lugar es muy cuidadosamente decorado, el servicio es muy bueno, y la comida era deliciosa. Es caro, así que venga preparado. Pero la mayoría de los platos principales son muy grandes.",20-mayo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Yo no tenía interés en ir a otra cadena de restaurantes, de hecho me evitarlos.Mi esposa ha sido y nos sugirió que ir, y una vez más que era justo.Desde el momento en que entramos a la vez que nos fuimos tuve la sensación del restaurante era propiedad privada por un restaurador que me encantó lo que hicieron y tenían años de experiencia con un chef en la cocina. Seguro que había unos tipo de cadena de restaurante de cosas aquí y allá, pero son mínimos y/o necesario. (Soy un poco exigente si se posee 13 restaurantes y corriendo yo)No es barato, pero se obtiene lo que se paga y vale la pena cada centavo. Teniendo en cuenta la ubicación del restaurante y a los precios de cerca de restaurantes es incluso una buena relación calidad precio.Las bebidas eran una maravilla, nos ha kung pow pollo, ternera Mongolia, albóndigas y tacos. Los artículos comunes pero todo servido con salsas y únicos, presentación y sabores mezclas que me hizo querer volver al día siguiente.El personal y el servicio era increíble.Para nosotros P. F. Chang's está a 4 hora en coche (en un sentido) y hemos considerado varias veces como un viaje especial sólo para comer, era tan buena.Yo sugeriría que visitar P. F. Chang's en Costa Rica, no estoy seguro de si esto es un estándar para el cambio o si Costa Rica tiene el mejor de todos. Cualquier manera ahora es mi restaurante en San José",20-mayo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","que son enormes los amantes de la buena comida china moderna y realmente queríamos visitar PF Chang's cuando nos enteramos de que está ubicado en San José durante nuestro viaje. He intentado PF Chang's en Dubai y este restaurante fue sin duda una pareja o escalafón encima de eso!El restaurante está ubicado en el exclusivo barrio de Escazu y ofrece cenas con gran ambiente contemporáneo y el interior. Teníamos un bebé con nosotros, así que elegimos una mesa en el patio ya que queríamos algo una esquina aislada.Pedimos pow kung gambas con arroz frito vegetariana y la comida fue excelente. Quiero decir, era probablemente una de las mejores comidas chinas que hemos tenido. Nos gusta la comida picante y este plato dio en el clavo. Estuvimos muy contentos con esta comida que volveremos al restaurante antes de marcharnos y muy bien podría terminar pidiendo el mismo plato!Nos pareció que el servicio era bastante escaso y casi rozando incluso grosero ... Nuestro camarero no estaba contento tomar nuestro orden parecía, pero es seguida averiguas hemos notado toda Costa Rica. El servicio es nada como los servidores falsa-amable que se puede encontrar en América del Norte, así que era algo diferente!En general, la comida es estupenda. Un poco caro, pero se paga por el ambiente y la ubicación y el placer de disfrutar de una excelente comida china. ¡Muy recomendable!",14-mayo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Mi marido y yo hemos estado queriendo ir al restaurante desde que abrió sus puertas y que bien vale la pena la espera! Comenzamos con algunos zumos mezclados que era fantástico. Yo tenía una especie de limonada con pepino y fresa, que era para morirse. Por marido tenía un batido de fresa que era muy bueno. Los aperitivos eran geniales y el plato principal era excelente. Sin duda lo recomiendo y volver de nuevo!",8-mayo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Toda la familia fuimos por unos primos B- día y lo pasamos bien. La decoración y anbience es excelente, así como el servicio, pero la comida no era extraordinario. Quizás no está mal para una franquicia, pero definitivamente no es un restaurante de gourmet",5-mayo-2015,3
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Éste es un PF Changs típicos. Ellos hacen un gran trabajo en consonancia con las mismas normas que en los Estados Unidos.Fue una semana llena de vacaciones.Sus avispas todo esperar a obtener una mesa, así que nos sentamos en el bar. Por estar muy ocupado el personal hizo un trabajo fantástico en consonancia con el servicio,las sopas y platos principales eran muy buenos.Precios son competitivos con la zona,",2-mayo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Lo bueno es que raciones no son demasiado grande, así que puedes probar varios platos a la vez. El menú es lo suficientemente variada para satisfacer los gustos de todos, incluso los niños. El servicio es excelente",22-abril-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","ya que no tenemos Olive Garden o Red lobster esto puede llegar tan cerca como se hace y la comida es buena, pero no gourment y parece ser bastante popular",11-abril-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Los buenos sabores, comida sabe similar a otras PF Changs. artículos similares de menú. Ubicación es una alta calidad centro comercial al aire libre. Mi único problema es que no aceptan reservaciones, así que los fines de semana puede ser bastante mala esperar. Una buena opción para los días laborables, aunque es un poco caro para una cena informal en días laborables. El servicio era bueno.Si estás de visita en el país, recomiendo probar algunos sitios locales. Si estás anhelo de elementos conocidos de menú, luego podrá disfrutar de este restaurante.",10-abril-2015,3
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Si usted ha estado en PF Changs en otros lugares no te decepcionará. La comida y el servicio eran lo que me esperaba de esta franquicia, siempre una agradable sorpresa cuando viaja. El almuerzo en la terraza era agradable, no hay mucho que ver y había mucho ruido de la calle y la construcción pero no lo suficiente como para ser un fastidio. El grupo de cinco yo estaba con las arreglamos una conversación sin ningún problema.El restaurante está situado en una zona muy buena (un montón de otra comida de calidad disponible cerca pero parecía que estaban sacando una multitud. No creo que se han abierto para largo, así que será bueno para ver a ver si continúan madura o si la calidad del servicio y la comida eran buscando hacer una buena primera impresión.",7-abril-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","En un viaje de negocios en San José, Costa Rica, que irónicamente visitamos este restaurante dos veces para el almuerzo con dos clientes diferentes en dos días consecutivos. El menú es lo bastante variada que ambos días fueron experiencias únicas. Los precios parecían razonables dada la alta naturaleza de este complejo. grandes porciones de comida.Avenida Escazu es una fantástica ubicación con fácil acceso desde la autopista, y un montón de bonitas tiendas que rodean el restaurante. El restaurante tiene el norteamericano ""ambiente"" a él.La lechuga eran excelentes, aunque podrían proporcionar unos pocos más de 4 conchas de lechuga! Tuve un camarón y plato verde de granos un día y el Thai de plataforma de camarones en el otro - ambos estaban muy sabroso.En general, una muy buena experiencia.",1-abril-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","No estoy grande en restaurantes de cadena pero estábamos en la zona para una película así que nos detuvimos en P. F. Chang's para un bocado rápido primero. Yo estaba casi nos decepcionó en el servicio cuando estaban un poco lento para llegar al principio, pero luego se mucho mejor. Parece que tienen un montón de personal de servicio así que nunca debería haber un problema con el servicio. La lechuga, Bang-Bang camarones y calamares eran excelentes. La sopa caliente y amarga estaba bien ya que le faltaba un poco de sabor. Buena selección de vinos por copa y helada cerveza estaban disponibles. Me pareció que los precios eran aceptables. Volvería por otra comida.",26-marzo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Si te gusta la comida china por encima de la media en un entorno agradable, P. F. Changs debe ser una consideración. Situado en la Avenida Escazu moderna, la comida era más que adecuada en tamaño de la porción y buen gusto. Los precios están en línea si se compara con otros P. F. Changs en los Estados Unidos y Canadá. El único inconveniente era que el servicio era lento. Sin embargo, esto podría haber sido debido al hecho de que había un grupo muy grande y concurrido de almuerzo en el momento de nuestra visita.",22-marzo-2015,3
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422",bueno como siempre. casi el mismo menú que en los Estados Unidos y mismo nivel de servicio.Buena ubicación en el barrio al oeste de San José.,18-marzo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","La comida era muy buena y no demasiado caro! Los camareros eran considerados y atento, y la decoración era muy agradable. Era un poco ruidoso, con música, y grandes televisores de pantalla plana, añade a la sensación de emoción, pero es difícil tener una conversación. En general, nos gustó mucho la experiencia!",18-marzo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Gran ambiente, un bonito bar y ofrece diversas posibilidades para distribuir los asientos. Un gran servicio.Pero la comida es lo que se espera. Su alto-sodio, comida china GMS. PF cambios dice ""no GMS añadido"" - que es una manera elegante de decir sus productos de base tienen el GMS, aunque no lo hacen más.Si no te importa que, y me encantó la comida china, entonces este es el mejor lugar para conseguir en Escazu. La comida está muy bien de precio en comparación de restaurantes en Escazu, las bebidas son muy caro.Sus senderos señalizados platos picantes no son tan caliente. Así que se puede sentir seguro en explorar si no te gustan demasiado calor. Si te encanta calor, pueden añadir más y salsas de calor que puedes utilizar para animar las.Puede confiar en tener una buena experiencia.",17-marzo-2015,3
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","La primera vez que fuimos, justo después de que se abrió, aparte de eso, la espera para conseguir una mesa, todo estaba muy bueno y nos quedamos muy impresionados. Gran sabor y abundante, con opciones no están disponibles en otros restaurantes. El servicio era muy bueno. La segunda vez que fui fue en la ciudad de Panamá y me quedé decepcionado por la comida y Supuse que fue una mala opción, ya que no había un montón de comida en el plato comparado con Escazu, Costa Rica y no me impresionó por el sabor. Al regresar a la ubicación de Escazu, había una clara diferencia de nuestra primera vez. Pedimos los mismos platos hicimos la primera vez y nos pareció que había menos comida en los platos y mientras todavía sabroso, nos sentimos que nuestro restaurante chino local, aunque no tienen los mismos platos, era mucho mejor relación calidad-precio. Mientras nos pueden volver, el restaurante no en nuestro debe ir a sitios.",17-marzo-2015,3
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","No soy un fanático de la comida asiática, sin embargo me gusta PF Changs, este lugar tiene cocina asiática de fusión alta calidad a excelentes precios. El servicio es siempre actual de la marca. Normalmente hay unos 30-45 minutos de espera para una mesa.Te dan un pager y puedes ir salida Sharper Image en los alrededores mientras espera. Externos pueden siempre pide wifi_nfp contraseñas y conectarse.En general, un 3,5 /5 experiencia.",15-marzo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","He estado en P. F. Chang's varias veces con amigas. Hemos probado su Kung Pao Chicken, Lo Mein especial arroz frito, camarones con nueces ... por mencionar algunos. El servicio y la calidad de la comida es excelente. Lo único malo es ... la zona exterior es ruidoso por el tráfico y por dentro es bastante ruidoso. Intenta encontrar una esquina tranquila si lo desea para charlar.",14-marzo-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Yo nunca fue un PF Chang ventilador en los Estados Unidos, pero este restaurante era excepcional. La comida y el servicio fue de primera clase. El ambiente era excelente. Cuando estás en el San José/Escazu zona tienes que ir aquí por lo menos una vez.",7-marzo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","He ido aquí para el almuerzo 3 veces y cada vez me gusta los platos más.Todos los platos de pollo son increíbles, y el mein de Lo es también fantástico.Dumpling aperitivo (cerdo) es un gran comienzo también/cerveza Asahi para ayudar a regarlo ... mmmm Eh ... bueno",3-marzo-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","grate lugar,comida sin sabor, el servicio es lento y caro desierto lejos y un aparcamiento ... me personaly ... nunca volver",25-febrero-2015,2
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422",Una vez más los inversores pensamos que dentro de la caja ... no pensar en la gran imagen ... No hay aparcamiento cerca ... El servicio es de 50 metros o más desde el restaurante puerta. Otro aparcamiento es el parking de pago ... Me dieron un billete validada por el restaurante después de mi comida para averiguar que adeudaba todavía otra 500 col ... Por dentro es genial exterior es avión estúpido!,21-febrero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422",Nos encantó todo y más sobre este restaurante con un toque latino. Otra vez comimos en esta PF Chang dos veces. El mejor atún claro tataki y bebidas.,8-febrero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","estado en otras PF CHANGS y fue tan buena como cualquier otra, un lugar agradable con buena comida, fuera muy fría pero estaba ventoso esos días, debe ir y verlo por vosotros mismos ...",7-febrero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Realmente no hay nada más que en Costa Rica ... Fusión Asiática, que creo que es lo que ellos llaman ... La cosa más cercana a San José sería Tin Ho en el centro de la ciudad, pero no es tan bueno. ten cuidado con la red chili's, que llevará su cabeza, pero no en cada comida. coherente con cualquier otra 'P F Chang's' en todo el mundo, que ofrece un agradable ambiente y interesante, muy buen servicio y muy buena calidad, comida y la ubicación de la Avenida Escazu sexy ... quieres todo en el menú y todo está a un nivel muy alto para un (un poco menos que en muchos) precio razonable ... Cada plato por el mismo precio. Con el dinero que podían calentar el lugar un poco ... ( ¿Qué es con aire acondicionado? ¿Para qué quieren congelar a muerte)? Uno de los diez mejores lugares, quizás incluso 5 mejores. Ir allí ...",1-febrero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","De todos los restaurantes de clase alta en Costa Rica, me sorprendió lo barato este era y lo bien que estaba la comida. Nunca había estado en un PF Chang's antes, pero sin duda volveremos! El servicio está por encima de la media y siempre dispuesto a ayudar. Grandes servidores y recepción.",20-enero-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Me pueden decir que tienen casi el mismo menú que ofrecen en los Estados Unidos, hoyuelos, lechuga y claro tataki de atún el mejor aperitivo! El servicio es bueno, pero necesitan mejorar, veo que acababan de abrir la sucursal así que quizás están en el proceso de aprendizaje, pero de buena calidad y un lugar estupendo para disfrutar de una cena de grupo.",17-enero-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Esta fue la primera vez que fuimos a una P. F. El restaurante Chang y nos sorprendió muy agradablemente. Desde el interior, exterior, menú y la calidad del personal que pensarías que vino a un agradable restaurante pero verá este tesoro no es tan costoso como su percepción de todo el paquete de PFC. La próxima semana volveremos otra vez. ¡Estupendo!",16-enero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Creo que es porque es algo nuevo en Costa Rica, el ambiente era muy divertido. Se sentía como el lugar para estar. La lechuga eran simplemente como recordaba y todo lo demás era excelente.",9-enero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Durante las vacaciones visitamos PF CHANGS y elogiaron a nuestro huésped. La comida era buena en general sin embargo estuve decepcionado con mi plato favorito, nogal Candied camarones. En el honeydew de Estados Unidos se sirve en este plato y manzana verde fue sustituido por lo que está bien, sin embargo, encontramos la salsa para ser demasiado gruesas y no es muy atractiva (empalagoso). Los otros platos que pedimos estaban justo en con el sabor y la calidad que esperamos de PF Chang.",9-enero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Fui para un almuerzo de negocios con dos colegas. El servicio era muy bueno, la comida era muy probado, pero al menos el día que fuimos, el restaurante estaba demasiado lleno. No es su culpa, es culpa del éxito. Lo intentaré en el futuro, esperamos menos clientes que mi anterior visita. sin, un restaurante para probar mientras estás en San José, Costa Rica, especialmente si su hotel está en la zona de Escazu.",6-enero-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Agradable, limpio, amplio restaurante, con buen ambiente y buena comida. TV pantalla grande en el área del bar para ver deportes.",2-enero-2015,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Yo estaba afectado por el bueno y bonito diseño dentro del restaurante, uno muy bueno. La comida es bastante consistente con los restaurantes de los Estados Unidos, y esperaba Costa Rica pueden comprarse precios por la comida, pero yo aprecié mucho sorprendido con los buenos precios. Espero que la calidad y buenos precios permanecen.",2-enero-2015,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Se hizo con amigos para celebrar un cumpleaños. El restaurante acaba de abrir sus puertas unos pocos días antes, pero el sabor de las comidas y el servicio era muy coherente. La única recomendación es ir en grupos pequeños, así que se pueden añadir más rápido. Se esperamos más de una hora.",29-diciembre-2014,3
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Si has estado en P. F. Chang's en todo el mundo, éste será familiar - el mismo gran menú, lo mismo un gran servicio. Las albóndigas de camarón eran deliciosos, especialmente con la ""salsa"" especial de salsa de soja, chile salsa, mostaza y caliente, mezclados a mano por nuestro camarero. El plato carbonizado de carne estaba perfectamente preparado. Mi única queja es que algo raro cuando corriendo nuestra tarjeta de crédito, y cerrada, tuvimos que pagar en efectivo.",24-diciembre-2014,4
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Tuvimos que esperar 40 minutos para que nos atendieran, ya que es un restaurante nuevo en el país y todo el mundo quiere probar. Pero después de haber completado la experiencia del acuerdo fue valió la pena la espera. El servicio de aparcacoches, ya que ofrecen los espacios de aparcamiento no están cerca del restaurante, que elimina uno sin problemas de la experiencia. Como en cualquier otro lugar para cenar, te llevan a la mesa, que ya está preparado con algunas salsas que puedes utilizar para su comida, ya que llega. Los aperitivos son buenos, y nuestro camarero ofrecía mejores opciones para nosotros, que nos gustó mucho. Genial importados cerveza, y unas sugerencias para la comida. Ninguno de los platos probado a menos que excelente, así que estoy tentado de volver.En general, un buen representación de las ofertas de PF Chang internacional.",19-diciembre-2014,5
g309294-d7285826,P.F. Chang's,4.0,Coreana,"Avenida Escazu Edificio Lexus Avenida Escazú, local 101, San José, San Rafael de Escazú, San Rafael de Escazu 40501 Costa Rica","9.939467,-84.1422","Fui con mi novia el pasado viernes (15 diciembre, 2014) como yo quería ver cómo estaba en Costa Rica comparado con las veces que he ido a Palm Springs, California. Era su primera vez en un PF Chang's.Cuando llegamos no teníamos ni idea de dónde aparcar el coche, pero afortunadamente había un servicio de aparcamiento gratuito para los clientes del restaurante. Así que ya a tener un buen comienzo. Nos dijeron que sería una espera de 30 minutos para que nos dieran pero después de sólo 2 ó 3 minutos ya estábamos siendo llamado. Un muy buen comienzo.El restaurante en sí era bonita por dentro y por fuera, y después de mirar sobre el menú (deberían ofrecer una versión inglesa) pedimos nuestras bebidas y un aperitivo para comenzar. A sólo 5 minutos más tarde nuestro aperitivo, la lechuga de pollo envolturas llegamos y estaban deliciosos!Después de haber terminado los añadidos pedimos la comida. Nos dieron 2 rollitos de primavera de verduras, pollo crujiente de miel, la carne de Mongolia (recomendado por nuestro camarero) y el arroz frito con camarones. La comida llegó a sólo 7-8 minutos después pedimos! Al principio pensamos que sería demasiada comida pero la única cosa que nos había dejado sobre el arroz, que estaba muy bien. El restaurante era bastante lleno, así que nos quedamos muy impresionados con la velocidad. La comida en sí era increíble! Resultó ser tan buena como es Palm Springs localización. La factura total para 3 bebidas (la soda es gratis recambios), el aperitivo, rollos primavera, arroz frito con camarones y dos platos de carne llegaron a $53. Quizás un poco caro para el almuerzo para dos personas, pero nos dieron un montón de comida (incluso tenían las sobras) y por la buena comida y el servicio es bien vale la pena el precio en mi opinión. He pagado más por mucho menos.Hablando del servicio, fue increíble! Muy amable, rápido y eficiente. estar en Costa Rica que no he visto un mejor servicio en cualquier parte de este país ya que tengo aquí. No hay ninguna queja.En el lado no, tienen sillas afuera, que es donde nos sentamos. El aire fresco era agradable y me pareció mucho más tranquilo fuera que dentro. El interior es un ambiente muy agradable y parece genial. Solo depende de lo que usted prefiere.PF Chang's es un total ganador en Costa Rica! Tienen muy superado a sí mismos en sí. Si estás en la zona, esta es una visita obligada!",15-diciembre-2014,5
