,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
126,"Asiática, Coreana",positive,"Súper recomendado por su ambiente, por su atención al cliente, y el extraordinario sabor en sus comidas, un lugar perfecto para reunirse con la familia y amigos, por las tardes es un lugar genial para reuniones de trabajo con deliciosos platillos Coreanos.","Súper recomendado por su ambiente, por su atención al cliente, y el extraordinario sabor en sus comidas, un lugar perfecto para reunirse con la familia y amigos, por las tardes es un lugar genial para reuniones de trabajo con deliciosos platillos Coreanos."
127,"Japonesa, Sushi, Asiática, Saludable",positive,Es nuestro restaurante preferido de Sushi y es especialmente excepcional la atención de Marianela y Edward. Especialmente es espectacular la sopa de mariscos que es la primera vez que la pedimos,Es nuestro restaurante preferido de Sushi y es especialmente excepcional la atención de Marianela y Edward. Especialmente es espectacular la sopa de mariscos que es la primera vez que la pedimos
128,"Latina, Fuente de soda, Centroamericana, Costarricense",positive,"Soda tapia tiene buenas comidas, pero muchas veces los precios son elevados para la poca calidad de servicios que tienen, no son muy disgustativos, podrían mejorar","Soda tapia tiene buenas comidas, pero muchas veces los precios son elevados para la poca calidad de servicios que tienen, no son muy disgustativos, podrían mejorar"
129,"Mexicana, Pizzería, Mariscos, Costarricense, Saludable",positive,Nos fuimos con una familia de 6 personas y todos disfrutamos de la comida! Tuve fajitas de carne empaquetada en mozzarella frita y fue una de las mejores comidas que he tenido. Servicio rápido y amable.,Nos fuimos con una familia de 6 personas y todos disfrutamos de la comida! Tuve fajitas de carne empaquetada en mozzarella frita y fue una de las mejores comidas que he tenido. Servicio rápido y amable.
130,Hawaiana,positive,"El lugar es pequeño pero uno se acomoda, es limpio y el servicio es amable y es simple: pida un bowl, llénelo con lo que desee. Todos los productos se veían frescos y la variedad es muy buena. Mi plato estaba delicioso, es comida muy saludable y a precio razonable. Ideal para almorzar.","El lugar es pequeño pero uno se acomoda, es limpio y el servicio es amable y es simple: pida un bowl, llénelo con lo que desee. Todos los productos se veían frescos y la variedad es muy buena. Mi plato estaba delicioso, es comida muy saludable y a precio razonable. Ideal para almorzar."
131,"Italiana, Delicatessen, Pizzería, Bar de vinos, Del norte italiano",positive,"Lugar acogedor, comida apenas OK. Pagué un poco más de 30 euros por dos copas de Verdejo y una pasta con salsa de tomate, rodeada de unos pocos camarones que les faltó cocción y berenjena. Era la pasta del chef, esperaba mucho más.","Lugar acogedor, comida apenas OK. Pagué un poco más de 30 euros por dos copas de Verdejo y una pasta con salsa de tomate, rodeada de unos pocos camarones que les faltó cocción y berenjena. Era la pasta del chef, esperaba mucho más."
132,"Caribeña, Mariscos, Centroamericana, Jamaiquina, Costarricense",positive,"tuvimos una muy buena comida en este restaurante, sin duda volveré. Es una temática caribeña, tuve el pollo Jerk. estaba realmente delicioso. Nos trajeron un magnífico aperitivo de la casa, poco tazas de plátano frito con rellenos diferentes. El vino era buena, no cabe duda de que no es la mejor elección, pero funcionó para nuestro grupo. entorno es una casa antigua, muy ""isla informal"" sensación. Nos encantó y se lo recomendaría a mis amigos.","tuvimos una muy buena comida en este restaurante, sin duda volveré. Es una temática caribeña, tuve el pollo Jerk. estaba realmente delicioso. Nos trajeron un magnífico aperitivo de la casa, poco tazas de plátano frito con rellenos diferentes. El vino era buena, no cabe duda de que no es la mejor elección, pero funcionó para nuestro grupo. entorno es una casa antigua, muy ""isla informal"" sensación. Nos encantó y se lo recomendaría a mis amigos."
133,"Japonesa, Sushi, Asiática",positive,"Amo este lugar, la atención es excelente y el sushi es de lo mejor, voy seguido y siempre salgo súper satisfecha. El mejor de jaco!","Amo este lugar, la atención es excelente y el sushi es de lo mejor, voy seguido y siempre salgo súper satisfecha. El mejor de jaco!"
134,"Italiana, Pizzería, Mediterránea",positive,"muy buena pasta y servicio, bien situado en Escazu, Personalmente attented by propietarios, italianos y asequible","muy buena pasta y servicio, bien situado en Escazu, Personalmente attented by propietarios, italianos y asequible"
135,"Italiana, Mediterránea, Europea",positive,"Localizado en una hermosa zona, el local es agradable. No tiene parqueo, pero los carros de pueden dejar al frente, al lado de la calle, sin mayor inconveniente.Fina atención, comida italiana con variedad de pastas, pizzas y carnes.El precio es el justo y el tamaño de las porciones el adecuado.Sus dueños, Ciro y Tony, contribuyen con la atención del lugar.","Localizado en una hermosa zona, el local es agradable. No tiene parqueo, pero los carros de pueden dejar al frente, al lado de la calle, sin mayor inconveniente.Fina atención, comida italiana con variedad de pastas, pizzas y carnes.El precio es el justo y el tamaño de las porciones el adecuado.Sus dueños, Ciro y Tony, contribuyen con la atención del lugar."
136,"Centroamericana, Costarricense, Española",positive,Vivimos en San Isidro y después de leer las excelentes críticas decidimos probarlo. El Pinto tenía un viejo gusto y sensación. Las tortillas estaban muy buenas. Los maduros también estaban bien. Huevos. . bien. . regular. El ambiente es fantástico en un moderno centro comercial. Espero que mejoren su comida ya que nos encantaría volver a revisar lo que todo el mundo está recogiendo y que definitivamente no.,Vivimos en San Isidro y después de leer las excelentes críticas decidimos probarlo. El Pinto tenía un viejo gusto y sensación. Las tortillas estaban muy buenas. Los maduros también estaban bien. Huevos. . bien. . regular. El ambiente es fantástico en un moderno centro comercial. Espero que mejoren su comida ya que nos encantaría volver a revisar lo que todo el mundo está recogiendo y que definitivamente no.
137,"Japonesa, Sushi, Asiática, Saludable",positive,"La frescura y calidad de los pescados me llamó la atención. Pedí sashimi de salmón y nigiris de atún, salmón, pulpo y anguila y todos se deshacían en la boca. Los precios no son baratos pero la calidad lo compensa. ","La frescura y calidad de los pescados me llamó la atención. Pedí sashimi de salmón y nigiris de atún, salmón, pulpo y anguila y todos se deshacían en la boca. Los precios no son baratos pero la calidad lo compensa. "
138,"China, Asiática",positive,"La tarde de llegada, con hambre y encontrarse con tan amplio menù fue estupendo. Buena comida y atención.Este restaurante me lo recomendaron en Panamá,antes de salir de viaje..","La tarde de llegada, con hambre y encontrarse con tan amplio menù fue estupendo. Buena comida y atención.Este restaurante me lo recomendaron en Panamá,antes de salir de viaje.."
139,"Internacional, Centroamericana",positive,"Producto relación precio es excelente la barra de ensaladas todo bien, rico saludable buenas porciones y además tienen cerveza! Los jugos diferentes y ricos. Lugar bonito y abierto.","Producto relación precio es excelente la barra de ensaladas todo bien, rico saludable buenas porciones y además tienen cerveza! Los jugos diferentes y ricos. Lugar bonito y abierto."
140,"Costarricense, Estadounidense, Sudamericana, Centroamericana",positive,"Era un lugar de diversión con feliz personal, la comida era buenos precios fueron justos, ojalá estuviera allí ahora tener una de sus fantásticas bebidas","Era un lugar de diversión con feliz personal, la comida era buenos precios fueron justos, ojalá estuviera allí ahora tener una de sus fantásticas bebidas"
141,Pizzería,positive,"Esto nos fue recomendado por un viajero de compatriotas. La pizza es plaza, se entregan a domicilio y la comida era fresca, corteza era fresco.","Esto nos fue recomendado por un viajero de compatriotas. La pizza es cuadrada, se entregan a domicilio y la comida era fresca, era fresco."
142,"Italiana, Mariscos, Mediterránea, Europea",positive,Excelente servicio y la comida deliciosa!! Definitivamente recomiendo el restaurante. Estuvieron muy atentos para cualquier cosa que necesitáramos. :) *****,Excelente servicio y la comida deliciosa!! Definitivamente recomiendo el restaurante. Estuvieron muy atentos para cualquier cosa que necesitáramos. :) *****
143,De la India,positive,Excelente variedad de platos. Probamos cordero y pollo y ambos están muy bien. Los precios incluido un refresco natural andan alrededor de 15.000 por persona,Excelente variedad de platos. Probamos cordero y pollo y ambos están muy bien. Los precios incluido un refresco natural andan alrededor de 15.000 por persona
144,Café,positive,"Este es un gran lugar que sigo viniendo a incluso cuando tengo aterrizó en CR. Buena ubicación desde una carretera muy transitada, así que es tranquilo. La comida es increíble, sabores podrá degustar y apreciar con ingredientes frescos y naturales. Aquellos que realmente aprecian comer bien, le encantará este lugar. La gente que se queja sobre el precio debe haber estado buscando un sandwich de 1$. No me importa pagar por la comida que tiene calidad se puede ver, oler y degustar. Los precios no son baratos pero no son caros. Lo que valen la pena experimentar. Próxima visita: sándwich Caprese está en mi lista!","Este es un gran lugar que sigo viniendo a incluso cuando tengo aterrizó en CR. Buena ubicación desde una carretera muy transitada, así que es tranquilo. La comida es increíble, sabores podrá degustar y apreciar con ingredientes frescos y naturales. Aquellos que realmente aprecian comer bien, le encantará este lugar. La gente que se queja sobre el precio debe haber estado buscando un sandwich de 1$. No me importa pagar por la comida que tiene calidad se puede ver, oler y degustar. Los precios no son baratos pero no son caros. Lo que valen la pena experimentar. Próxima visita: sándwich Caprese está en mi lista!"
145,"Estadounidense, Bar, Pub, Centroamericana",positive,"Depende el día o la hora es muy dificil entrar sin reservación. Y cuando el lugar se encuentra lleno es cierto que los meseros se les dificulta tomar las ordenes o traer la cuenta y que a ratos hay que insisitir. Eso si por tomada la orden no sentí no pasa mucho tiempo para recibir la orden. Pedimos un ceviche que no fue de nuestro agrado y lo retiraron de la mesa sin preguntar el porque. Las alitas si estaban aceptables. Aunque por mucho no es un lugar Gourmet, hay buenas hamburguesas. Y la variedad de cervezas es amplia. Las limonadas no las recomiendo. Lo de los precios pues no es un lugar que se pueda considerar barato aunque tampoco lo veo excesivo. Al llegar la muchacha que nos llevo al reservado muy amable y el mesero tambien pero a una amistad argentina que iba con nosotros y pidio la cuenta de buena manera por segunda vez una muchacha rubia y alta se la dio de pésima manera. Me parece que es un lugar que cumple con lo que dice sin ser claro un lugar gourmet o de especialidades... ","Aunque por mucho no es un lugar Gourmet, hay buenas hamburguesas. Y la variedad de cervezas es amplia. Las limonadas las recomiendo. Lo de los precios pues no es un lugar que se pueda considerar barato aunque tampoco lo veo excesivo. Al llegar la muchacha que nos llevo al reservado muy amable y el mesero tambien. Me parece que es un lugar que cumple con lo que dice sin ser claro un lugar gourmet o de especialidades... "
146,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",positive,"Me encanta este lugar! Deliciosa comida fresca, un ambiente fresco y un gran servicio. Su espacioso y tiene una gran sensación. Lo recomiendo encarecidamente.","Me encanta este lugar! Deliciosa comida fresca, un ambiente fresco y un gran servicio. Su espacioso y tiene una gran sensación. Lo recomiendo encarecidamente."
147,"Peruana, Latina, Mariscos",positive,Fuimos a este restaurante para probar algo de comida peruana y nos encontramos con una excelente calidad en los cebiches y pescados y con un servicio muy bueno. Ambiente muy agradable.,Fuimos a este restaurante para probar algo de comida peruana y nos encontramos con una excelente calidad en los cebiches y pescados y con un servicio muy bueno. Ambiente muy agradable.
148,"Bar, Mediterránea, Española",positive,Es un lugar atendido de forma personal y especial por los socios.. excelente comida y excelentes precios,Es un lugar atendido de forma personal y especial por los socios.. excelente comida y excelentes precios
149,"Churrasquería, Latina, Argentina",positive,"He visitado este restaurante unas 3 veces, el servicio es bueno y en dos ocasiones la comida estaba excelente, pero, en mi más reciente visita, la calidad de los cortes no era buena. Pedimos cortes argentinos pero parecían costarricenses y no estaban al nivel de los que nos habían dado en otras ocasiones.Lo más grave de esa más reciente visita fue que, al pagar la cuenta, nos cobraron un sobreprecio de casi 50mil, incluyendo una botella de vino y alimentos no pedidos..Nunca antes hemos revisado la cuenta y nos queda la impresión de que esto no es un error ocasional, pues al hacer el reclamo, la respuesta del mesero fue que eso no hacía intencionalmente. Una respuesta extraña, pues lo esperable es una disculpa inmediata, ni modo que el mesero dijera que era intencional y que los habíamos pillado. Recomiendo mucho cuidado al ordenar y, especialmente, al pagar.","He visitado este restaurante unas 3 veces, el servicio es bueno y en dos ocasiones la comida estaba excelente"
150,"Italiana, Bar, Internacional, Pub, Napolitana, De Campania, Toscana, De Lombardía, Del norte italiano, Del centro italiano, Del sur italiano",positive,"El lugar muy bonito, el personal muy amable, nos instruyeron bien al ser la primer visita, los precios normales, la comida muy rica. Se ve que es mejor reservar antes de ir. Excelente y lo recomiendo","El lugar muy bonito, el personal muy amable, nos instruyeron bien al ser la primer visita, los precios normales, la comida muy rica. Se ve que es mejor reservar antes de ir. Excelente y lo recomiendo"
151,"Internacional, Estadounidense, Saludable, Centroamericana, Costarricense, Contemporánea",positive,Excelente el lomo de corvina el servicio genial Christopher muy atento! El ambiente muy agradable con menú de comidas variado,Excelente el lomo de corvina el servicio genial Christopher muy atento! El ambiente muy agradable con menú de comidas variado
152,"De la India, Asiática, Internacional",positive,"Somos unos apasionados de la cocina tradicional India. Ayer por primera vez vimos el restaurante, vimos las reseñas en TA , nos decidimos a probarlo hoy, y realmente estuvo Extraordinaria la comida como lo mencionan en otra reseña. Indian Palace (fuimos al de escazú) nos deleitó con la magia de los sabores en sus platos. La comida estuvo realmente exquisita, elaborada al momento con excelentes ingredientes (cilantro, cardamomo, pistacho, canela, etc). La calidad y el precio muy bien. La atención muy buena, el chef muy amable recién llegado de Mumbai!Lo recomendamos totalmente!!","Somos unos apasionados de la cocina tradicional India. Ayer por primera vez vimos el restaurante, vimos las reseñas en TA , nos decidimos a probarlo hoy, y realmente estuvo Extraordinaria la comida como lo mencionan en otra reseña. Indian Palace (fuimos al de escazú) nos deleitó con la magia de los sabores en sus platos. La comida estuvo realmente exquisita, elaborada al momento con excelentes ingredientes (cilantro, cardamomo, pistacho, canela, etc). La calidad y el precio muy bien. La atención muy buena, el chef muy amable recién llegado de Mumbai!Lo recomendamos totalmente!!"
153,"Peruana, Latina, Mariscos",positive,"Los visitamos con frecuencia; muy buen ambiente, la atención de parte del personal excelente y la comida ni qué decir!","Los visitamos con frecuencia; muy buen ambiente, la atención de parte del personal excelente y la comida ni qué decir!"
154,"Pizzería, Pub, Estadounidense",positive,Buenas hamburguesas y para todos los gustos... Vale la pena ir el menú es muy variado y la atención es buena,Buenas hamburguesas y para todos los gustos... Vale la pena ir el menú es muy variado y la atención es buena
155,"Estadounidense, Bar",positive,una opción relativamente de bajo costo en el tiempo Plaza / Avenida zona esccazu. buenas hamburguesas que podrá diseñar usted mismo de una amplia gama de ingredientes.,una opción relativamente de bajo costo en el tiempo Plaza / Avenida zona esccazu. buenas hamburguesas que podrá diseñar usted mismo de una amplia gama de ingredientes.
156,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Muy buen local para probar buena comida costarricense. Pedimos un plato para dos personas donde vienen varias diferentes tipos de comidas típicas y estubo delicioso. Además la atención de nuestro mozo (Anthony) estubo espectacular, muy atento y simpático. Hasta nos regalaron una foto con nuestro plataso. El local es bien bonito y limpio. Recomiendo este restaurante a cualquiera que sea nuevo en Costa Rica (o no) y quiera comer algo super rico, típico y quiera una muy buena atención. 10/10","Muy buen local para probar buena comida costarricense. Pedimos un plato para dos personas donde vienen varias diferentes tipos de comidas típicas y estubo delicioso. Además la atención de nuestro mozo (Anthony) estubo espectacular, muy atento y simpático. Hasta nos regalaron una foto con nuestro plataso. El local es bien bonito y limpio. Recomiendo este restaurante a cualquiera que sea nuevo en Costa Rica (o no) y quiera comer algo super rico, típico y quiera una muy buena atención. 10/10"
157,Mariscos,positive,"Normalmente vengo por calidad que son buenisimas. Hay buen servicio, un lugar agradable y con buen ambiente.Hoy revisé el menú y os precios y platos están bien.El puré de papá no es el fuerte.Salmón... Bien","Normalmente vengo por calidad que son buenisimas. Hay buen servicio, un lugar agradable y con buen ambiente.Hoy revisé el menú y os precios y platos están bien.El puré de papá no es el fuerte.Salmón... Bien"
158,"Bar, Pub",positive,"Fui allí con un par de amigos más jóvenes, mucho más jóvenes. Lo elegí y me alegro de que me dieron a conocer. Trajo recuerdos de un pub que frecuentan mientras en la universidad y donde aprendí a beber cerveza de verdad. Las hamburguesas son excepcionales. Una buena selección de cervezas y artesanías, no muchas, pero las adecuadas de acuerdo a mi gusto. Prefiero mis favoritos en su propia casa de hecho. El servicio era bueno, aunque la gente era de luz mientras estuvimos allí. Música agradable, no demasiado alto, así que pudimos disfrutar de nuestra conversación. Una muy buena relación calidad-precio en general.","Fui allí con un par de amigos más jóvenes, mucho más jóvenes. Lo elegí y me alegro de que me dieron a conocer. Trajo recuerdos de un pub que frecuentan mientras en la universidad y donde aprendí a beber cerveza de verdad. Las hamburguesas son excepcionales. Una buena selección de cervezas y artesanías, no muchas, pero las adecuadas de acuerdo a mi gusto. Prefiero mis favoritos en su propia casa de hecho. El servicio era bueno, aunque la gente era de luz mientras estuvimos allí. Música agradable, no demasiado alto, así que pudimos disfrutar de nuestra conversación. Una muy buena relación calidad-precio en general."
159,"Latina, Centroamericana, Costarricense",positive,La mejor comida del pueblo en cuanto a tradicional. Excelente servicio y buena comida! Adrmas de precios super accesible,La mejor comida del pueblo en cuanto a tradicional. Excelente servicio y buena comida! Adrmas de precios super accesible
160,De la India,positive,"La comida es deliciosa y  el servicio es muy bueno. Buena relación calidad-precio. Para los amantes de la comida india, ¡recomendadísimo!","La comida es deliciosa y  el servicio es muy bueno. Buena relación calidad-precio. Para los amantes de la comida india, ¡recomendadísimo!"
161,"Europea, Costarricense, Fusión, Sudamericana",positive,Compartimos deliciosas margaritas ver una increíble puesta sobre las montañas :) Sin duda volvería aquí otra vez! ceviche para el almuerzo era para morirse!,Compartimos deliciosas margaritas ver una increíble puesta sobre las montañas :) Sin duda volvería aquí otra vez! ceviche para el almuerzo era para morirse!
162,Internacional,positive,"El plato básico es bueno y uno puede pedir una gran variedad de pescado, pollo o carne. Lo más importante es que todos los complementos se sirven de una barra adicional que puedes comer lo que quieras y con una gran variedad. Lo básico es muy bueno.","El plato básico es bueno y uno puede pedir una gran variedad de pescado, pollo o carne. Lo más importante es que todos los complementos se sirven de una barra adicional que puedes comer lo que quieras y con una gran variedad. Lo básico es muy bueno."
163,"Mariscos, Centroamericana, Internacional, Contemporánea",positive,"limón, todo es un buen restaurante. Usted puede contar con tener una buena comida aquí, con un buen servicio. He comido aquí 4 veces y volveremos!","limón, todo es un buen restaurante. Usted puede contar con tener una buena comida aquí, con un buen servicio. He comido aquí 4 veces y volveremos!"
164,"Estadounidense, Europea, Británica, Australiana, Costarricense, Bar, Comida rápida",positive,"El servicio es muy bueno ,rossy nos atendió con mucho esmero ,y las hamburguesas 🍔 🤤buenísimas,  espero volver pronto ..mis hijos quedaron felices , y chiniados ..🙏","El servicio es muy bueno ,rossy nos atendió con mucho esmero ,y las hamburguesas 🍔 🤤buenísimas,  espero volver pronto ..mis hijos quedaron felices , y chineados ..🙏"
165,"Estadounidense, Churrasquería",positive,Es un restaurante lindo agradable con un ambiente tranquilo para pasar un rato especial. La comida es sabrosa.,Es un restaurante lindo agradable con un ambiente tranquilo para pasar un rato especial. La comida es sabrosa.
166,Estadounidense,positive,"He conocido Chilli's hace unos meses a tras con mi esposa el lugar es muy lindo la comida a mi parecer muy regular, no me vuelve loco.","He conocido Chilli's hace unos meses a tras con mi esposa el lugar es muy lindo la comida a mi parecer muy regular, no me vuelve loco."
167,"Japonesa, Sushi, Asiática, Fusión",positive,"Comí 3 veces Sushi ahí en 2016 y me pareció bastante bueno. El servicio es excelente. En ausencia de sus promociones de almuerzo, me parece que es caro.","Comí 3 veces Sushi ahí en 2016 y me pareció bastante bueno. El servicio es excelente. En ausencia de sus promociones de almuerzo, me parece que es caro."
168,Mariscos,positive,"Fuimos un domingo tan pronto como el restaurante abrió sus puertas. Sorprendentemente, abrieron la puerta a pocos minutos temprano y nos dejó entrar. Nos sentábamos afuera. Mis hijos tenían las tiras de pollo y mi marido y yo compartimos las el camarón y cajún patatas fritas. Todo estaba delicioso. volveremos :)","Fuimos un domingo tan pronto como el restaurante abrió sus puertas. Sorprendentemente, abrieron la puerta a pocos minutos temprano y nos dejó entrar. Nos sentábamos afuera. Mis hijos tenían las tiras de pollo y mi marido y yo compartimos las el camarón y cajún patatas fritas. Todo estaba delicioso. volveremos :)"
169,"De la India, Asiática, Saludable",positive,"Me encantó el menú ejecutivo, el sabor de cada plato fue exquisito. Solamente me hubiera gustado que la cantidad de carne fuera mayor.El restaurante estaba limpio y el servicio fue muy bueno. Un señor, creo que era el administrador, se acercó a preguntar si todo estaba bien, me pareció un lindo detalle.","Me encantó el menú ejecutivo, el sabor de cada plato fue exquisito. Solamente me hubiera gustado que la cantidad de carne fuera mayor.El restaurante estaba limpio y el servicio fue muy bueno. Un señor, creo que era el administrador, se acercó a preguntar si todo estaba bien, me pareció un lindo detalle."
170,"Costarricense, Centroamericana",positive,Comida deliciosa muy bien sazonada con variedad de platillos para todos los presupuestos. Apto para visita con familia. NO VENDEN LICOR. Recomiendo los platillos con mariscos.,Comida deliciosa muy bien sazonada con variedad de platillos para todos los presupuestos. Apto para visita con familia. NO VENDEN LICOR. Recomiendo los platillos con mariscos.
171,Coreana,positive,"Estamos tan contentos de haber PF Chang's en Costa Rica. La comida y la bebida son las mismas que en los Estados Unidos. Lemon Coconut Sour, mi bebida favorita.El personal es muy servicial.","Estamos tan contentos de haber PF Chang's en Costa Rica. La comida y la bebida son las mismas que en los Estados Unidos. Lemon Coconut Sour, mi bebida favorita.El personal es muy servicial."
172,"Internacional, Centroamericana",positive,"Un lugar realmente agradable para desayunar después de una mañana de ejercicio temprano. El desayuno muy bueno. Buenas porciones. El precio: de medio a alto quizás por la zona. Jugo de naranja extra grande natural, café de primera. No dejen de pedir los huevos rancheros. En resumen: precio calidad muy bien.","Un lugar realmente agradable para desayunar después de una mañana de ejercicio temprano. El desayuno muy bueno. Buenas porciones. El precio: de medio a alto quizás por la zona. Jugo de naranja extra grande natural, café de primera. No dejen de pedir los huevos rancheros. En resumen: precio calidad muy bien."
173,"Bar, Estadounidense, Comida rápida, Pub",positive,Otro ? así dice la Jara o chilera de hooligans que te invita a pedir otra antes de terminar y asi prolongar la estadía en este lugar y ayudar a calmar el agradable picor de las alitas de pollo. Un clasico de CR,Otro ? así dice la Jara o chilera de hooligans que te invita a pedir otra antes de terminar y asi prolongar la estadía en este lugar y ayudar a calmar el agradable picor de las alitas de pollo. Un clasico de CR
174,"Japonesa, Sushi, Asiática",positive,Excelente sabor del ramen miso y ramen vegetariano con tofu y generosas porciones.  El Chef japonés no decepciona. Amable servicio al teléfono y  en el lugar . Aceptaron que lleváramos nuestros propios recipientes para evitar plástico de un solo uso.  Volveremos. Gracias por la experiencia.,Excelente sabor del ramen miso y ramen vegetariano con tofu y generosas porciones.  El Chef japonés no decepciona. Amable servicio al teléfono y  en el lugar . Aceptaron que lleváramos nuestros propios recipientes para evitar plástico de un solo uso.  Volveremos. Gracias por la experiencia.
175,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"Mi novio y yo comimos aquí en nuestro reciente viaje a Costa Rica- era una comida con su familia 10 años antes, así que caminamos por la ciudad en busca de Nuestra Tierra, así que me alegro de que lo encontramos! Nos pidió 2 hermosa pescado entero con una deliciosa menús piel- un gran servicio y una linda decoración.","Mi novio y yo comimos aquí en nuestro reciente viaje a Costa Rica- era una comida con su familia 10 años antes, así que caminamos por la ciudad en busca de Nuestra Tierra, así que me alegro de que lo encontramos! Nos pidió 2 hermosa pescado entero con una deliciosa menús piel- un gran servicio y una linda decoración."
176,"Churrasquería, Contemporánea",positive,"Furca es un restaurante famoso por la calidad de sus carnes y el proceso de maduración que realizan ahí mismo en el restaurante ... la carne es buena pero el precio tan alto no justifica la relación costo beneficio ... solicite un corte delgado y cuando lo sirvieron estaba frio, me tocó solicitar que lo cambiaran. El ambiente es chevere y está muy bien decorado , el servicio es muy bueno. ","Furca es un restaurante famoso por la calidad de sus carnes y el proceso de maduración que realizan ahí mismo en el restaurante ... la carne es buena El ambiente es chevere y está muy bien decorado , el servicio es muy bueno. "
177,"Latina, Bar, Centroamericana, Costarricense, Fusión",positive,"He almorzado/cenado varias veces en el lugar. La comida es excelente, muy recomendados los camarones al ajillo o a la manteca con verduras.El ambiente es agradable, con musicos en vivo tocando marimba y los mozos, muy serviciales y amables.Eso si, es caro, un plato simple con bebida puede rondar los 20 U$S, los platos más elaborados con bebida y café, hasta 40 U$S.","He almorzado/cenado varias veces en el lugar. La comida es excelente, muy recomendados los camarones al ajillo o a la manteca con verduras.El ambiente es agradable, con musicos en vivo tocando marimba y los mozos, muy serviciales y amables.Eso si, es caro, un plato simple con bebida puede rondar los 20 U$S, los platos más elaborados con bebida y café, hasta 40 U$S."
178,"Latina, Mariscos, Centroamericana, Costarricense",positive,"Ofrecen plato variados con todo tipo de mariscos.  En general los platos tienen muy buen sabor. Si le gustan los mariscos, no lo piense.","Ofrecen plato variados con todo tipo de mariscos.  En general los platos tienen muy buen sabor. Si le gustan los mariscos, no lo piense."
179,"Costarricense, Latina, Centroamericana",positive,"Es un buen lugar donde detenerse a desayunar o almorzar. Comida tradicional, me gustó una excelente costilla de cerdo, las tortillas palmeadas y el picadillo. El pinto es simple sin nada especial, la cantidad de maduro un poco justita en los casados, pero suficientemente completo para un almuerzo.El lugar es agradable, con buenas vista y con los ventiladores se siente un mínimo frescor para sentirse plenamente cómodo. El servicio es correcto y bastante rápido, aunque no muy cordial, se siente alguna tensión entre ellas.","Es un buen lugar donde detenerse a desayunar o almorzar. Comida tradicional, me gustó una excelente costilla de cerdo, las tortillas palmeadas y el picadillo. El pinto es simple sin nada especial, la cantidad de maduro un poco justita en los casados, pero suficientemente completo para un almuerzo.El lugar es agradable, con buenas vista y con los ventiladores se siente un mínimo frescor para sentirse plenamente cómodo. El servicio es correcto y bastante rápido, aunque no muy cordial, se siente alguna tensión entre ellas."
180,"Parrilla, Fusión",positive,"Recientemente tomó unas vacaciones a la hermosa Jaco. Sólo sobre esta joya oído de la gente! Decidí que era el lugar perfecto para pop la gran pregunta a mi novia. El personal no podría haber sido más amable (o más precioso, en realidad). Me sentí como si estuviera en una sesión de Calvin Klein. Los dueños eran tan agradables que nos compensaron unas rondas de bebidas y postres para mi nuevo Novio y I. no podría ser más impresionante! Recomiendo encarecidamente el lomo de ternera (tenía la ternura de un filete!), y el rabil!!!! Ustedes rock!!!!","Recientemente tomó unas vacaciones a la hermosa Jaco. Sólo sobre esta joya oído de la gente! Decidí que era el lugar perfecto para pop la gran pregunta a mi novia. El personal no podría haber sido más amable (o más precioso, en realidad). Me sentí como si estuviera en una sesión de Calvin Klein. Los dueños eran tan agradables que nos compensaron unas rondas de bebidas y postres para mi nuevo Novio y I. no podría ser más impresionante! Recomiendo encarecidamente el lomo de ternera (tenía la ternura de un filete!), y el rabil!!!! Ustedes rock!!!!"
181,"Churrasquería, Parrillada",positive,"Realmente si quieres comer carne exquisita, buenos cortes, buen sabor, suave, pues este es el mejor lugar. Muy buenos precios y un excelente servicio. Lo único negativo son las presas de automóviles, es una calle muy transitada. Un restaurante pequeño y acogedor, ofrecen bebidas y vinos. Lo recomiendo. ","Realmente si quieres comer carne exquisita, buenos cortes, buen sabor, suave, pues este es el mejor lugar. Muy buenos precios y un excelente servicio. Lo único negativo son las presas de automóviles, es una calle muy transitada. Un restaurante pequeño y acogedor, ofrecen bebidas y vinos. Lo recomiendo. "
182,"Italiana, Mediterránea, Europea",positive,"Buen restaurante, excelentes instalaciones y equipo. Un generoso menú y muy buena comida. El servicio ha mejorado bastante. Precios altos pero guardan relación con la oferta.","Buen restaurante, excelentes instalaciones y equipo. Un generoso menú y muy buena comida. El servicio ha mejorado bastante. Precios altos pero guardan relación con la oferta."
183,"Italiana, Pizzería, Mediterránea",positive,"Buena pasta, precios adecuados. Lugar familiar, pequeño y acogedor. Buen servicio, localizado  en un lugar que es fácil de llegar. Facilidades de parqueo.","Buena pasta, precios adecuados. Lugar familiar, pequeño y acogedor. Buen servicio, localizado  en un lugar que es fácil de llegar. Facilidades de parqueo."
