,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
88,"Parrillada, Churrasquería",negative,"Llevo comiendo en este lugar desde que estaba ubicado en Barrio Turnón pero desde que se pasaron al local en Tibás ha ido de mal en peor. No me molesta pagar caro por algo bueno, pero aquí la relación calidad-precio está muy mal. Espero que mejore porque sino va a desaparecer pronto, ya qué hay mucha competencia actualmente. La atención del personal es buena pero la comida nada que ver.","Llevo comiendo en este lugar desde que estaba ubicado en Barrio Turnón pero desde que se pasaron al local en Tibás ha ido de mal en peor. No me molesta pagar caro por algo bueno, pero aquí la relación calidad-precio está muy mal. Espero que mejore porque sino va a desaparecer pronto, ya qué hay mucha competencia actualmente. La atención del personal es buena pero la comida nada que ver."
89,"Japonesa, Sushi, Asiática, Fusión",negative,"Pensé que iba a ser mejor, el pathai estaba bueno, pero los rollos con salsa de kiwi es sin duda el peor sushi roll que he probado en la vida. La entrarada de era una mala imitación de comida vietnamita. No volveré a ir.","Pensé que iba a ser mejor, el pathai estaba bueno, pero los rollos con salsa de kiwi es sin duda el peor sushi roll que he probado en la vida. La entrarada de era una mala imitación de comida vietnamita. No volveré a ir."
90,Mexicana,negative,"Lamentablemente pasó de ser mi restaurante mexicano favorito, a perder toda gana de volver. Desde que se mudaron de a Escazu a Santa Ana y crecieron exponencialmente la calidad ha decaído muchísimo y los precios han subido muchísimo. Había dejado de ir pues cada vez que iba no quedaba satisfecha, ayer volví y francamente para no ir más. Siento que los precios estan caros por una calidad menos que media. Es una pena ya que antes era DELICIOSO ","Lamentablemente pasó de ser mi restaurante mexicano favorito, a perder toda gana de volver. Desde que se mudaron de a Escazu a Santa Ana y crecieron exponencialmente la calidad ha decaído muchísimo y los precios han subido muchísimo. Había dejado de ir pues cada vez que iba no quedaba satisfecha, ayer volví y francamente para no ir más. Siento que los precios estan caros por una calidad menos que media. Es una pena ya que antes era DELICIOSO "
91,"Estadounidense, Bar, Pub, Centroamericana",negative,"Al inicio el lugar me pareció bonito. Luego, vi la barra que da hacia el patio sucia y llena de moho. Cada cerveza vale alrededor de 4000 colones lo que me parece algo caro. Pedimos alitas y la verdad muy pequeñas y no saben a nada. El bartender da mala atención. No recomiendo el lugar para nada","Luego, vi la barra que da hacia el patio sucia y llena de moho. Cada cerveza vale alrededor de 4000 colones lo que me parece algo caro. Pedimos alitas y la verdad muy pequeñas y no saben a nada. El bartender da mala atención. No recomiendo el lugar para nada"
92,"Italiana, Europea, Bar, Pizzería, Mariscos",negative,"Nunca he estado comiendo en el peor restaurante en mi vida. pasta y pizza hecha de la venganza de mala calidad y Montezuma probablemente expiró el partido!camarero Latin Lover, incluso si tico, molestar las damas. Demasiado caro para Costa Rica. Y Estados Unidos!","Nunca he estado comiendo en el peor restaurante en mi vida. pasta y pizza hecha de la venganza de mala calidad y Montezuma probablemente expiró el partido!camarero Latin Lover, incluso si tico, molestar las damas. Demasiado caro para Costa Rica. Y Estados Unidos!"
93,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,"Si quieres ir a comer y esperar hasta que el hambre se te haya ido ese es el lugar, ademas debes tu de buscar a los meseros para que te atiendan.","Si quieres ir a comer y esperar hasta que el hambre se te haya ido ese es el lugar, ademas debes tu buscar a los meseros para que te atiendan."
94,"Mexicana, Latina, Española",negative,"Visitamos el restaurante por tercera vez y probablemente la última.Las salsas parecen sintéticas, el queso fundido no tenia sabor a nada más que grasa, usaron hongos y frijoles enlatados... toda una decepción!Finalmente decir que se les pasó la mano con la sal","Visitamos el restaurante por tercera vez y probablemente la última.Las salsas parecen sintéticas, el queso fundido no tenia sabor a nada más que grasa, usaron hongos y frijoles enlatados... toda una decepción!Finalmente decir que se les pasó la mano con la sal"
95,"Centroamericana, Costarricense, Latina, Mariscos, Española, Sudamericana",negative,"Fue horrible, primero el mesero no se sabía el menú así que hacíamos preguntas y no podía contestar, además de que era lento, cuando por fin pudimos ordenar tuvimos que esperar como si todo lo hicieran en el momento pero cuando llego el primer plato (un ceviche) vimos que llevaba horas preparado, no tenía sabor y solo nos dieron un paquete de sodas (galletas) cuando pedimos otro el mesero nos rodo los ojos y tardo 15 minutos en traer otras! Después llego el segundo plato un arroz con camarones, estaba completamente desabrido! Una decepción! Hay muchos restaurantes mejores en jaco! No se los recomiendo!","Fue horrible, primero el mesero no se sabía el menú así que hacíamos preguntas y no podía contestar, además de que era lento, cuando por fin pudimos ordenar tuvimos que esperar como si todo lo hicieran en el momento pero cuando llego el primer plato (un ceviche) vimos que llevaba horas preparado, no tenía sabor y solo nos dieron un paquete de sodas (galletas) cuando pedimos otro el mesero nos rodo los ojos y tardo 15 minutos en traer otras! Después llego el segundo plato un arroz con camarones, estaba completamente desabrido! Una decepción! Hay muchos restaurantes mejores en jaco! No se los recomiendo!"
96,"Latina, Mediterránea, Española, Internacional",negative,"En medio de la pandemia, decidimos hacer un pedido a domicilio. Hamburguesas. La vez anterior estuvieron bien. Pero esta vez, estaban incomibles: demasiado condimentadas, y un olor intenso a condimento que las hacían incomibles. Mi esposa aguantó un mordisco. Yo, tres, pero me rendí. El esófago ardió.Hemos llamado de vuelta para preguntar qué sucedió y si podían cambiar la comida u ofrecer una alternativa. Nada, contestaron negativa y despectivamente. Resultado: comida y dinero a la basura. No creo ir ni pedir de nuevo.","En medio de la pandemia, decidimos hacer un pedido a domicilio. Hamburguesas. La vez anterior estuvieron bien. Pero esta vez, estaban incomibles: demasiado condimentadas, y un olor intenso a condimento que las hacían incomibles. Mi esposa aguantó un mordisco. Yo, tres, pero me rendí. El esófago ardió.Hemos llamado de vuelta para preguntar qué sucedió y si podían cambiar la comida u ofrecer una alternativa. Nada, contestaron negativa y despectivamente. Resultado: comida y dinero a la basura. No creo ir ni pedir de nuevo."
97,De la India,negative,"Es una barbaridad que anuncien almuerzos ejecutivos a un precio que no incluye nada de lo que tiene un almuerzo ejecutivo normal. Ejemplo, anuncian 3950 colones por la carne más barata y arroz. Si se quiere refresco, sube, otra carne, sube, ensalada, sube y ni que decir de la entrada. Mejor dar el precio real con lo que tiene un almuerzo real. Lástima porque hay buena atención y se come rico.","Es una barbaridad que anuncien almuerzos ejecutivos a un precio que no incluye nada de lo que tiene un almuerzo ejecutivo normal. Ejemplo, anuncian 3950 colones por la carne más barata y arroz. Si se quiere refresco, sube, otra carne, sube, ensalada, sube y ni que decir de la entrada. Mejor dar el precio real con lo que tiene un almuerzo real. Lástima porque hay buena atención y se come rico."
98,"Bar, Mediterránea, Española",negative,"Aunque el lugar es acogedor la comida que nos llevó horas para venir no era tan bueno como se mencionó en otras críticas. sólo teníamos tapas y los únicos merece ser mencionado es el gazpacho y el papa tortilla. Todo lo demás estaba untasty, un montón de mayonesa y la calidad del producto no era bueno (los calamares).No cabe duda de que no vale la pena el viaje en coche hasta la cima de la montaña","Aunque el lugar es acogedor la comida que nos llevó horas para venir no era tan bueno como se mencionó en otras críticas. sólo teníamos tapas y los únicos merece ser mencionado es el gazpacho y el papa tortilla. Todo lo demás estaba untasty, un montón de mayonesa y la calidad del producto no era bueno (los calamares).No cabe duda de que no vale la pena el viaje en coche hasta la cima de la montaña"
99,"Mediterránea, Peruana, Fusión",negative,"Resumen de la visita:1- Pedimos los refrescos y me dan una gaseosa que sabía horrible, me fijo en la fecha de vencimiento y dice marzo 2020 2- En vez de la gaseosa me pido una sangría, la traen, la comienzo a revolver y me sale una mosca3- Los ceviches bien 4- Por último pedimos un pulpo y trae un pelo Nunca se disculparon ni hicieron el mínimo esfuerzo por compensar la pésima experiencia No volvería jamás y no lo recomiendo","Resumen de la visita:1- Pedimos los refrescos y me dan una gaseosa que sabía horrible, me fijo en la fecha de vencimiento y dice marzo 2020 2- En vez de la gaseosa me pido una sangría, la traen, la comienzo a revolver y me sale una mosca3- Los ceviches bien 4- Por último pedimos un pulpo y trae un pelo Nunca se disculparon ni hicieron el mínimo esfuerzo por compensar la pésima experiencia No volvería jamás y no lo recomiendo"
100,"Estadounidense, Bar, Pub, Centroamericana",negative,Visité el Rest. En Cariari.Excelente servicio al cliente! ( gracias Mauren!) Pero las alitas venían bañadas en sal no en salsa :(,Visité el Rest. Pero las alitas venían bañadas en sal no en salsa :(
101,"Peruana, Latina, Mariscos",negative,"El ambiente y servicio bienen Plaza Antares. Pero la comida decepcionante: en el lugar de pan me trajeron unos platanos tostados en una tacita, la Trilogía de ceviche con poco pecado.Para rematar, el Lomito Meche o algo así, era sólo el lomito y un arroz verde que supuestamente es risotto, sin ningún tipo de guarnición , mala presentación.Y para rematar, no tenían chicha morada!!!!!!!","Pero la comida decepcionante: en el lugar de pan me trajeron unos platanos tostados en una tacita, la Trilogía de ceviche con poco pecado.Para rematar, el Lomito Meche o algo así, era sólo el lomito y un arroz verde que supuestamente es risotto, sin ningún tipo de guarnición , mala presentación.Y para rematar, no tenían chicha morada!!!!!!!"
102,"Mexicana, Latina",negative,Las alitas son secas y parecen de canario. Devolví el plato y querían cobrarlo después. La calidad de la comida ha bajado mucho.,Las alitas son secas y parecen de canario. Devolví el plato y querían cobrarlo después. La calidad de la comida ha bajado mucho.
103,"Café, Fusión, Saludable, Bar de vinos, Sudamericana, Costarricense",negative,"Probé el menú buffet del almuerzo, el cual no fue nada especial, ni en cuanto a sabores, presentación, variedad y calidad. No repetiría, siendo que hay gran variedad de restaurantes a su alrededor.","Probé el menú buffet del almuerzo, el cual no fue nada especial, ni en cuanto a sabores, presentación, variedad y calidad. No repetiría, siendo que hay gran variedad de restaurantes a su alrededor."
104,Café,negative,"Desayuno pequeño y de costo no acorde a la calidad. La primera vez todo fue muy rico la segunda vez un año después la calidad bajó, el tamaño de las porciones se redujo y el sabor se perdió. Unos huevos benedictinos sin sabor solo pan con huevo y espinaca. Fuimos a desayunar y quedamos con hambre. No lo recomiendo, cobraban por algo que no ofrecen. Lo único bueno es que es petfriendly.","Desayuno pequeño y de costo no acorde a la calidad. La primera vez todo fue muy rico la segunda vez un año después la calidad bajó, el tamaño de las porciones se redujo y el sabor se perdió. Unos huevos benedictinos sin sabor solo pan con huevo y espinaca. Fuimos a desayunar y quedamos con hambre. No lo recomiendo, cobraban por algo que no ofrecen. Lo único bueno es que es petfriendly."
105,"Internacional, Costarricense",negative,"Servicio malo , calidad de la comida pésimo , y el aseo del lugar no es el mas limpio que podrás ver en tu vida.","Servicio malo , calidad de la comida pésimo , y el aseo del lugar no es el mas limpio que podrás ver en tu vida."
106,"Libanesa, Mediterránea",negative,Tardaron casi una hora en preparar el pedido y enviaron el Humus sin pan pita... me lo tuve que comer con cuchara...,Tardaron casi una hora en preparar el pedido y enviaron el Humus sin pan pita... me lo tuve que comer con cuchara...
107,"Costarricense, Mariscos, Internacional",negative,"El lugar parece bonito, pero cuando pedí un ceviche sabía muy divertido. Una salida más tarde me dieron borracho. No vayas a este lugar. Es muy caro y lo que se obtiene es enfermar durante varios días.","El lugar parece bonito, pero cuando pedí un ceviche sabía muy divertido. Una salida más tarde me dieron borracho. No vayas a este lugar. Es muy caro y lo que se obtiene es enfermar durante varios días."
108,"Centroamericana, Costarricense, Latina, Bar",negative,"Comida regular, muy grasosa, el personal no tiene buena presentación ni trato amable, en definitiva no lo recomiendo.","Comida regular, muy grasosa, el personal no tiene buena presentación ni trato amable, en definitiva no lo recomiendo."
109,"Estadounidense, Bar, Saludable, Centroamericana, Costarricense, Internacional",negative,"dijeron cosas buenas sobre la habitación verde.Llegamos, nos dieron una mesa, tomamos una copa y pedimos la cena.Una hora más tarde todavía no había comida ... los camareros evitado nuestra mesa.Vimos otros huéspedes sentados-ordenados-comimos facturas pagadas allídonde la H *** es nuestra cena?Fuimos al hombre del bar le pregunté cuánto por las cervezas, luego 3 camarerosvino y dijo que no se puede dejar tienes comida viene!Cuando ... mañana!! Vimos otros nuevos clientes provocatorios en hay asientos esperando.La comida puede ser bueno pero nunca tuvimos la oportunidad de probarlo. pérdida de tiempo.","Llegamos, nos dieron una mesa, tomamos una copa y pedimos la cena.Una hora más tarde todavía no había comida ... los camareros evitado nuestra mesa.Vimos otros huéspedes sentados-ordenados-comimos facturas pagadas allídonde la H *** es nuestra cena?Fuimos al hombre del bar le pregunté cuánto por las cervezas, luego 3 camarerosvino y dijo que no se puede dejar tienes comida viene!Cuando ... mañana!! Vimos otros nuevos clientes provocatorios en hay asientos esperando.La comida puede ser bueno pero nunca tuvimos la oportunidad de probarlo. pérdida de tiempo."
110,"Japonesa, Sushi, Asiática",negative,"Que mal servicio recibí, cuando salimos con unas amigas a pasarla bien. Le pedí bien claramente el plato que elegí. Tuve que devolver ese plato 2 veces para que me preparen la comida así como la he pedido... Cuando me trajeron el plato la tercera vez, todas mis amigas ya habían terminado su cena, así que yo me quedé comiendo sola.... Y lo peor de todo...nunca me ofrecieron algo de cortesía por el inconveniente. Lo peor de todo, al momento de pagar, me cobran el precio completo... Ni un descuento por todo el servicio miserable dan.... Muchas gracias,pero ya no vamos a considerar ese lugar!","Que mal servicio recibí, cuando salimos con unas amigas a pasarla bien. Le pedí bien claramente el plato que elegí. Tuve que devolver ese plato 2 veces para que me preparen la comida así como la he pedido... Cuando me trajeron el plato la tercera vez, todas mis amigas ya habían terminado su cena, así que yo me quedé comiendo sola.... Y lo peor de todo...nunca me ofrecieron algo de cortesía por el inconveniente. Lo peor de todo, al momento de pagar, me cobran el precio completo... Ni un descuento por todo el servicio miserable dan.... Muchas gracias,pero ya no vamos a considerar ese lugar!"
111,"Italiana, Bar, Internacional, Pub, Napolitana, De Campania, Toscana, De Lombardía, Del norte italiano, Del centro italiano, Del sur italiano",negative,"Fui con mi esposa el 27 de diciembre del 2017 y lamentablemente no creo que regrese. En mi plato salio una pieza de metal como de 3 centímetros de largo, al parecer como de un cepillo de metal o algún otro utensilio, si no hubiera tenido cuidado perfectamente me pude haber lastimado o quebrado un diente. El camarero y el supervisor al parecer se preocuparon y me ofrecieron otro plato. Para no arruinarle la noche a mi esposa y que no comiera sola no le di mucha importancia al asunto. Para sustituir el primer plato, solicité un carpaccio de salmón que resulto casi incomible por el grado de acidez que tenía el limón que aplicaron. Hay que probar las cosas antes de servirlas, fundamentos básico de un buen chef.El postre de aniversario (pana cotta) llegó bien, aunque sería mejor que uno pudiera escoger el postre en estas ocasiones.Al final de la cena, la cuenta llegó entera, ignorando totalmente el incidente del trozo del metal y de esa forma perdiendo dos clientes de la zona automáticamente.","Fui con mi esposa el 27 de diciembre del 2017 y lamentablemente no creo que regrese. En mi plato salio una pieza de metal como de 3 centímetros de largo, al parecer como de un cepillo de metal o algún otro utensilio, si no hubiera tenido cuidado perfectamente me pude haber lastimado o quebrado un diente. El camarero y el supervisor al parecer se preocuparon y me ofrecieron otro plato. Para no arruinarle la noche a mi esposa y que no comiera sola no le di mucha importancia al asunto. Para sustituir el primer plato, solicité un carpaccio de salmón que resulto casi incomible por el grado de acidez que tenía el limón que aplicaron. Hay que probar las cosas antes de servirlas, fundamentos básico de un buen chef.El postre de aniversario (pana cotta) llegó bien, aunque sería mejor que uno pudiera escoger el postre en estas ocasiones.Al final de la cena, la cuenta llegó entera, ignorando totalmente el incidente del trozo del metal y de esa forma perdiendo dos clientes de la zona automáticamente."
112,"Estadounidense, Centroamericana, Costarricense, Café",negative,Mis amigos y yo visitamos un día para desayuno y esperamos por una hora para la cena que consistía en comidas bastante sencillas como tostadas francesas y huevos. Cuando finalmente llegamos hacía frío y ni siquiera sabor muy bueno. La cocina también parece por muy limpia y el propietario/personal no parecía preocupado por el hecho de que nos estaba esperando nuestra comida. Al final muy decepcionado.,Mis amigos y yo visitamos un día para desayuno y esperamos por una hora para la cena que consistía en comidas bastante sencillas como tostadas francesas y huevos. Cuando finalmente llegamos hacía frío y ni siquiera sabor muy bueno. La cocina también parece por muy limpia y el propietario/personal no parecía preocupado por el hecho de que nos estaba esperando nuestra comida. Al final muy decepcionado.
113,"Costarricense, Pizzería, Café, Sudamericana",negative,"45 minutos para dos ceviches y un perro caliente.. habian no mas de 5 clientes a la hora que llegamos, muy caro y mediocre, mas lentos que una tortuga. Nunca volvere, espero que los dueños lean mi opinion y sepan que la fama no dura para siempre.... los empleados son serviciales y en general el lugar es ciertamente aceptable... pero los factores que mencione anteriormente designan este lugar como no aceptable...","45 minutos para dos ceviches y un perro caliente.. habian no mas de 5 clientes a la hora que llegamos, muy caro y mediocre, mas lentos que una tortuga. Nunca volvere, espero que los dueños lean mi opinion y sepan que la fama no dura para siempre.... los empleados son serviciales y en general el lugar es ciertamente aceptable... pero los factores que mencione anteriormente designan este lugar como no aceptable..."
114,"Latina, Mariscos, Centroamericana, Costarricense",negative,"Siguiendo el consejo del camarero pedí un arroz con camarones. Luego de haber ordenado me indicaron que solo tenían camarones jumbo y que eran una mejor opción. Grave error acepté el cambio!!La preparación tomó quince minutos pero los camarones estaban incípidos, sin sal, sin sabor alguno y fríos por dentro, mostrando que fueron cocinados muy a la rápida, tuve que pedir limón para sazonarlos. Sin duda el chef que preparó este plato mostró poco profesionalismo al hechar a perder estos camarones de alta calidad y precio.La próxima vez buscaré otro restaurant alternativo..  ","Siguiendo el consejo del camarero pedí un arroz con camarones. Luego de haber ordenado me indicaron que solo tenían camarones jumbo y que eran una mejor opción. Grave error acepté el cambio!!La preparación tomó quince minutos pero los camarones estaban incípidos, sin sal, sin sabor alguno y fríos por dentro, mostrando que fueron cocinados muy a la rápida, tuve que pedir limón para sazonarlos. Sin duda el chef que preparó este plato mostró poco profesionalismo al hechar a perder estos camarones de alta calidad y precio.La próxima vez buscaré otro restaurant alternativo..  "
115,Internacional,negative,"Hice una reserva en Park Cafe una semana antes de que yo era debido al llegar a San José. El encargado del teléfono tomó mi reserva y sugirió un 8:30 reserva como el último una posible antes de que la cocina cerrada por la noche. Perfecto.Sin embargo, el día de nuestra reserva, un miembro de nuestro personal del hotel llamado por código de vestimenta. Finalmente el teléfono era manipulada por mí y me sorprendió oír una voz británica en el otro extremo me dice que yo no había hecho una reserva adecuada. Me dijeron que la persona que había hablado por era simplemente un guardia de seguridad, y por lo tanto mi reserva inadecuadamente hechos no podía ser honrada. Me quedé estupefacto por este giro de los acontecimientos, y expresé mi sentido de que esto era totalmente profesional y digno de escribir, al que la persona en el otro extremo colgó el teléfono mientras yo estaba en medio de una frase. Confirmó la recepcionista del hotel que la misma persona había sido muy grosero con él.Undeterred mi grupo hizo la corta distancia a pie desde nuestro hotel para el restaurante de expresar descontento en este tratamiento. Una vez allí, nos impide entrar en el restaurante. Pedimos hablar con el gerente y finalmente el mismo caballero que habíamos hablado por teléfono apareció listo para una confrontación. Él continuó insistiendo en que no habíamos leído debidamente su sitio web en hacer nuestra reserva. raro, normalmente no tienen para leer las reglas y los reglamentos al efectuar la reserva, especialmente cuando el número de teléfono es procedente de Trip Advisor, y un ayudante tiene respondió a la línea y me proporcionó detalles relevantes sobre la experiencia de la cena.Para hacer un largo y desafortunada historia, una serie de excusas y racionalizaciones ofrecieron que principalmente servido para que yo y mi grupo los responsables por no tener una reserva. Mientras tanto se explicó que el restaurante estaba lleno de clientes habituales locales (algunos que incluso apareció ingresados entrada mientras nos mantuvo fuera me pregunto donde nuestras reservas habían ido), y esto parecía ser el verdadero punto: este establecimiento está dirigido a gente normal de gente bien ricachones y sólo hay un moderado (en el mejor de los casos) interés en servir los turistas. Ni una vez nadie asociado con Park Cafe se disculpó por nuestra experiencia.Aunque la comida aquí parece ser bueno, si eres un turista sin la capacidad o interés saltar a través de aros, considera una de las muchas otras opciones de restaurante en la zona, incluyendo Fuego Brasil, Tierra fiesta gaucha, Furca, L'Olivo, etc.","Hice una reserva en Park Cafe una semana antes de que yo era debido al llegar a San José. El encargado del teléfono tomó mi reserva y sugirió un 8:30 reserva como el último una posible antes de que la cocina cerrada por la noche. Perfecto.Sin embargo, el día de nuestra reserva, un miembro de nuestro personal del hotel llamado por código de vestimenta. Finalmente el teléfono era manipulada por mí y me sorprendió oír una voz británica en el otro extremo me dice que yo no había hecho una reserva adecuada. Me dijeron que la persona que había hablado por era simplemente un guardia de seguridad, y por lo tanto mi reserva inadecuadamente hechos no podía ser honrada. Me quedé estupefacto por este giro de los acontecimientos, y expresé mi sentido de que esto era totalmente profesional y digno de escribir, al que la persona en el otro extremo colgó el teléfono mientras yo estaba en medio de una frase. Confirmó la recepcionista del hotel que la misma persona había sido muy grosero con él.Undeterred mi grupo hizo la corta distancia a pie desde nuestro hotel para el restaurante de expresar descontento en este tratamiento. Una vez allí, nos impide entrar en el restaurante. Pedimos hablar con el gerente y finalmente el mismo caballero que habíamos hablado por teléfono apareció listo para una confrontación. Él continuó insistiendo en que no habíamos leído debidamente su sitio web en hacer nuestra reserva. raro, normalmente no tienen para leer las reglas y los reglamentos al efectuar la reserva, especialmente cuando el número de teléfono es procedente de Trip Advisor, y un ayudante tiene respondió a la línea y me proporcionó detalles relevantes sobre la experiencia de la cena.Para hacer un largo y desafortunada historia, una serie de excusas y racionalizaciones ofrecieron que principalmente servido para que yo y mi grupo los responsables por no tener una reserva. Mientras tanto se explicó que el restaurante estaba lleno de clientes habituales locales (algunos que incluso apareció ingresados entrada mientras nos mantuvo fuera me pregunto donde nuestras reservas habían ido), y esto parecía ser el verdadero punto: este establecimiento está dirigido a gente normal de gente bien ricachones y sólo hay un moderado (en el mejor de los casos) interés en servir los turistas. Ni una vez nadie asociado con Park Cafe se disculpó por nuestra experiencia.Aunque la comida aquí parece ser bueno, si eres un turista sin la capacidad o interés saltar a través de aros, considera una de las muchas otras opciones de restaurante en la zona, incluyendo Fuego Brasil, Tierra fiesta gaucha, Furca, L'Olivo, etc."
116,"Parrillada, Bar, Parrilla, Pub",negative,"Fuimos mi esposo con nuestras dos hojas y todos salimos intoxicados. Pedimos quesadillas, Mac n cheese para las niñas y dos Sandwich y la misma noche no pudimos dormir del malestar estomacal. Aquí la comida NO ESTÁ FRESCA. precaución","Fuimos mi esposo con nuestras dos hojas y todos salimos intoxicados. Pedimos quesadillas, Mac n cheese para las niñas y dos Sandwich y la misma noche no pudimos dormir del malestar estomacal. Aquí la comida NO ESTÁ FRESCA. precaución"
117,"Latina, Bar, Centroamericana, Costarricense, Fusión",negative,"Yo soy tica y creo que este rest. Únicamente existe para estafar ya que la comida es mala, el servicio es pésimo con los meseros necios y exigiendo propinas extra. Mejor ir al rest chino que esta al otro lado de la plaza o el que esta unas cuadras antes de este. Para comida típica el mercado central o cualquier soda","Yo soy tica y creo que este rest. Únicamente existe para estafar ya que la comida es mala, el servicio es pésimo con los meseros necios y exigiendo propinas extra. Mejor ir al rest chino que esta al otro lado de la plaza o el que esta unas cuadras antes de este. Para comida típica el mercado central o cualquier soda"
118,"Italiana, Pizzería",negative,"Yo pedí una pizza regular y, después de una hora y media que me dieron nada más que el peor servicio al cliente, desde el camarero y el administrador. No lo recomiendo para nada","Yo pedí una pizza regular y, después de una hora y media que me dieron nada más que el peor servicio al cliente, desde el camarero y el administrador. No lo recomiendo para nada"
119,"Bar, Pub, Centroamericana, Costarricense",negative,"No se que pasó con Clarita's, tipico negocio que cuando llega a su tope toman la pésima decisión de volverse mediocre.La comida ya no es buena como antes, el servicio malo y súper caro.No permiten hacer cuentas separadas, ya ahi es un punto menos por que si vas con varia gente no sabes como hacer y se puede comprender si el bar esta lleno pero vacio y que no sean flexibles, da ganas de levantarse e irse.La comida se volvió fea, insipida y cara, mucho para el tipo de lugar y servicio.Definitivamente lo saco de mi lista de lugares por visitar en Jacó.","No se que pasó con Clarita's, tipico negocio que cuando llega a su tope toman la pésima decisión de volverse mediocre.La comida ya no es buena como antes, el servicio malo y súper caro.No permiten hacer cuentas separadas, ya ahi es un punto menos por que si vas con varia gente no sabes como hacer y se puede comprender si el bar esta lleno pero vacio y que no sean flexibles, da ganas de levantarse e irse.La comida se volvió fea, insipida y cara, mucho para el tipo de lugar y servicio.Definitivamente lo saco de mi lista de lugares por visitar en Jacó."
120,"Bar, Pub, Centroamericana, Costarricense",negative,"Fuimos a cenar esta noche. El servicio era horrible. Le preguntamos a una camarera si era Siéntase y ella dijo que sí, y parecía lejos con un scowl en la cara. Luego tuvimos que pedir una camarera para tomar nuestro pedido después de que nos sentamos allí por casi 20 minutos y una vez más, conseguimos una camarera respuesta molestó cada vez. (Esto fue una camarera diferente) Nos dieron dos de nuestras tres órdenes y cuando dos personas de nuestro grupo de tres eran casi acabado de comer, pregunté dónde nuestra tercera cena era (era sopa por cierto). Sopa vino finalmente. Ninguna disculpa para esperar. Las camareras nunca llegó y nos registramos en nosotros. Cuando pregunté por hora me dijeron que otra camarera que el servicio era malo y ella se encogió y me dieron mi cuenta con un consejo construida. La comida era sosa y similar a la comida de la cafetería. Tenía la sopa, pasta con pollo y mahi mahi. También habíamos pedido una hamburguesa con patatas fritas para ir a una persona que nos quedamos en casa. hamburguesa estaba seco y patatas fritas eran super pasada. Por favor no vayan a este lugar. Hay muchos otros restaurantes en Jaco.","Fuimos a cenar esta noche. El servicio era horrible. Le preguntamos a una camarera si era Siéntase y ella dijo que sí, y parecía lejos con un scowl en la cara. Luego tuvimos que pedir una camarera para tomar nuestro pedido después de que nos sentamos allí por casi 20 minutos y una vez más, conseguimos una camarera respuesta molestó cada vez. (Esto fue una camarera diferente) Nos dieron dos de nuestras tres órdenes y cuando dos personas de nuestro grupo de tres eran casi acabado de comer, pregunté dónde nuestra tercera cena era (era sopa por cierto). Sopa vino finalmente. Ninguna disculpa para esperar. Las camareras nunca llegó y nos registramos en nosotros. Cuando pregunté por hora me dijeron que otra camarera que el servicio era malo y ella se encogió y me dieron mi cuenta con un consejo construida. La comida era sosa y similar a la comida de la cafetería. Tenía la sopa, pasta con pollo y mahi mahi. También habíamos pedido una hamburguesa con patatas fritas para ir a una persona que nos quedamos en casa. hamburguesa estaba seco y patatas fritas eran super pasada. Por favor no vayan a este lugar. Hay muchos otros restaurantes en Jaco."
121,"Contemporánea, Bar de vinos",negative,"Había escuchado muchísimo de este lugar pero lamentablemente todo estuvo mal, dos botellas de vino devueltas y una comida sumamente grasienta. En lo positivo tiene un bonito ambiente. ","Había escuchado muchísimo de este lugar pero lamentablemente todo estuvo mal, dos botellas de vino devueltas y una comida sumamente grasienta. En lo positivo tiene un bonito ambiente. "
122,"Italiana, Pizzería",negative,"Desde la llegada cuando entregan el menú este huele a que fue limpiado con un trapo húmedo mal oliente, las aceiteras estan llenas de polvo pegado con aceite, es un lugar donde me dio mucho asco comer ! Muy muy sucio y lo mismo con el de santa ana en lindora , no vuelvo ","Desde la llegada cuando entregan el menú este huele a que fue limpiado con un trapo húmedo mal oliente, las aceiteras estan llenas de polvo pegado con aceite, es un lugar donde me dio mucho asco comer ! Muy muy sucio y lo mismo con el de santa ana en lindora , no vuelvo "
123,"Mexicana, Latina, Peruana, Bar, Sudamericana, Centroamericana, Costarricense",negative,"Fui con mi pareja con cierta restricción de tiempo, por lo que preguntamos por comida que no durará demasiado. De mala gana, nos dijeron un par de cosas y las pedimos. Llovía, y pedimos que si había mesas para dos que no estuvieran a la par de la calle, a lo que nos dieron un ""no seco"". Otra gente llegó como 20 minutos después, y a pesar de eso les trajeron la comida (incluso más elaborada) primero. Cuando fui a pedir nuestra comida, claramente nos habían olvidado, por qué ya estaba fría, y no era muy buena. Una total decepción ","Fui con mi pareja con cierta restricción de tiempo, por lo que preguntamos por comida que no durará demasiado. De mala gana, nos dijeron un par de cosas y las pedimos. Llovía, y pedimos que si había mesas para dos que no estuvieran a la par de la calle, a lo que nos dieron un ""no seco"". Otra gente llegó como 20 minutos después, y a pesar de eso les trajeron la comida (incluso más elaborada) primero. Cuando fui a pedir nuestra comida, claramente nos habían olvidado, por qué ya estaba fría, y no era muy buena. Una total decepción "
