,Tipo_Comida,Calificacion_Comentario,Comentario,Comentario corregido
68,"Japonesa, Sushi, Asiática",negative,"He comido aquí varias veces durante años. Anoche fue la primera vez que me senté en el bar de sushi. Me di cuenta de que estaban envolviendo cada rollo en una envoltura de plástico, cuando pregunté que su excusa eran las esteras de bambú que nos estamos ensuciando.Prefiero limpiar el bambú que tirar el plástico, especialmente en la costa del Pacífico. La comida es excelente, no volveremos. Aquí hay mucho sushi bueno.","He comido aquí varias veces durante años. Anoche fue la primera vez que me senté en el bar de sushi. Me di cuenta de que estaban envolviendo cada rollo en una envoltura de plástico, cuando pregunté que su excusa eran las esteras de bambú que nos estamos ensuciando.Prefiero limpiar el bambú que tirar el plástico, especialmente en la costa del Pacífico. La comida es excelente, no volveremos. Aquí hay mucho sushi bueno."
69,"Latina, Mariscos, Centroamericana, Costarricense",negative,"La calidad de la comida va en picada, el precio no. Pasar a comer a este lugar era una buena experiencia, ahora no lo es tanto ya que la calidad de la comida ha bajado junto con el servicio. Los saloneros no les importa mucho la situacion puesto que no preguntan nada sobre la calidad de la comida, lo unico importante para ellos es ver como acomdar a la gente y no dejarlos ir sin consumir algo.","La calidad de la comida va en picada, el precio no. Pasar a comer a este lugar era una buena experiencia, ahora no lo es tanto ya que la calidad de la comida ha bajado junto con el servicio. Los saloneros no les importa mucho la situacion puesto que no preguntan nada sobre la calidad de la comida, lo unico importante para ellos es ver como acomdar a la gente y no dejarlos ir sin consumir algo."
70,"Latina, Internacional, Contemporánea, Centroamericana, Costarricense",negative,Me pareció sumamente caro y la comida no estaba a la altura de los precios. El lugar es más apariencia que otra cosa.,Me pareció sumamente caro y la comida no estaba a la altura de los precios. El lugar es más apariencia que otra cosa.
71,"Latina, Mariscos, Centroamericana, Costarricense",negative,"Nos detuvimos para almorzar después de manual Antonio. Puedo decir que fue la mejor comida de Costa Rica, pero tampoco la peor, ¡la próxima vez probaría en otro lugar!","Nos detuvimos para almorzar después de manuel Antonio. No puedo decir que fue la mejor comida de Costa Rica, pero tampoco la peor, ¡la próxima vez probaría en otro lugar!"
72,"Italiana, Argentina",negative,"El lugar agradable, el café es bueno, postres ricos. Falta capacitar más al personal. La mucha que me atendió no sabia explicar cómo venía la carne del plato del día. Las porciones son grandes pero la comida no es tan buena. Recomiendo mejoran la calidad, tal vez menos porción más calidad Por lo que se paga se puede comer mejor en otra parte. ","Falta capacitar más al personal. La mucha que me atendió no sabia explicar cómo venía la carne del plato del día. Las porciones son grandes pero la comida no es tan buena. Recomiendo mejoran la calidad, tal vez menos porción más calidad Por lo que se paga se puede comer mejor en otra parte. "
73,Italiana,negative,"Fui con los miembros de la familia un día y yo diría que su comida enlatada todo el camino, y la calidad de la comida era pobre. Yo pagaría tanto para futbolín que puedes comprar en un supermercado en un","Fui con los miembros de la familia un día y yo diría que su comida enlatada todo el camino, y la calidad de la comida era pobre. Yo pagaría tanto para futbolín que puedes comprar en un supermercado en un"
74,Japonesa,negative,"Nos fuimos a Fuji después de no haber estado allí por más de un año, como hemos escuchado también tenían un nuevo chef.¡Qué gran decepción!Éramos 6 personas y ordenó que todas las comidas diferentes. Tuve la carne que viene en una piedra caliente, que estaba bastante bien. Dos de nosotros pedimos desde las comidas de arroz (pollo y pescado) que fueron tanto sosa y en su mayoría sólo arroz con un poco de guarnición. Uno tenía sushi que era normal en el mejor de los casos.Todo esto con un horrible tiempo de espera.Que no podía organizar su cocina, así que mi piedra caliente salió primero, y luego por 10 minutos nada. Entonces apareció los platos de arroz y de nuevo durante 10 minutos sin mayor plato. Por el tiempo que había terminado el bistec el sushi apareció, pero sólo porque nos amenazó con cancelar.Finalmente pedimos su famoso desierto, crema de vainilla de la parrilla con banana y caramell ... que tuvimos que ESPERAR 45 minutos para!! Cuando finalmente llegamos (de nuevo, amenazó con cancelar) fue una gran bola si helado en un cálido banana - nada comparado con lo que había sido en el pasado. Y no es un plato debe esperar 3/4 de hora.Cuando finalmente nos preguntó a ver a alguien de la gerencia nos dijeron que han ido a casa y no podemos llegar a ellos por teléfono"". Además, la camarera (que nunca han demostrado ningún conocimiento sobre su propio menú) no asumen ninguna responsabilidad por los objetos depositados, ni tan siquiera un mínimo 'lo siento por esperando'.En general, una muy tarde decepcionante con una mala experiencia de comida, una actitud muy como antiguas y la camarera terribles tiempos de espera.Hay muchos lugares mejores en San José - escoger otro lugar.","Nos fuimos a Fuji después de no haber estado allí por más de un año, como hemos escuchado también tenían un nuevo chef.¡Qué gran decepción!Éramos 6 personas y ordenó que todas las comidas diferentes. Tuve la carne que viene en una piedra caliente, que estaba bastante bien. Dos de nosotros pedimos desde las comidas de arroz (pollo y pescado) que fueron tanto sosa y en su mayoría sólo arroz con un poco de guarnición. Uno tenía sushi que era normal en el mejor de los casos.Todo esto con un horrible tiempo de espera.Que no podía organizar su cocina, así que mi piedra caliente salió primero, y luego por 10 minutos nada. Entonces apareció los platos de arroz y de nuevo durante 10 minutos sin mayor plato. Por el tiempo que había terminado el bistec el sushi apareció, pero sólo porque nos amenazó con cancelar.Finalmente pedimos su famoso desierto, crema de vainilla de la parrilla con banana y caramell ... que tuvimos que ESPERAR 45 minutos para!! Cuando finalmente llegamos (de nuevo, amenazó con cancelar) fue una gran bola si helado en un cálido banana - nada comparado con lo que había sido en el pasado. Y no es un plato debe esperar 3/4 de hora.Cuando finalmente nos preguntó a ver a alguien de la gerencia nos dijeron que han ido a casa y no podemos llegar a ellos por teléfono"". Además, la camarera (que nunca han demostrado ningún conocimiento sobre su propio menú) no asumen ninguna responsabilidad por los objetos depositados, ni tan siquiera un mínimo 'lo siento por esperando'.En general, una muy tarde decepcionante con una mala experiencia de comida, una actitud muy como antiguas y la camarera terribles tiempos de espera.Hay muchos lugares mejores en San José - escoger otro lugar."
75,"Peruana, Mariscos, Latina, Española, Sudamericana",negative,"Las entradas muy buenas, pero la desilucion fue pedir pulpo y que me enviaran tentaculos de calamar, hacer el reclamo y no tener respuesta positiva. Intentar engañar a los clientes no es una buena idea, los demas platos aceptables.","Las entradas muy buenas, pero la desilucion fue pedir pulpo y que me enviaran tentaculos de calamar, hacer el reclamo y no tener respuesta positiva. Intentar engañar a los clientes no es una buena idea, los demas platos aceptables."
76,"Estadounidense, Bar",negative,"El menú y las opciones que permite que son muy buenos.Sin embargo, lo que quieras, y no es lo que te dan!!Los servidores falta de interés y hay sólo porque tienen.Si usted puede conseguir lo que pides, sería caro, dado que no es demasiado caro.","El menú y las opciones que permite que son muy buenos.Sin embargo, lo que quieras, y no es lo que te dan!!Los servidores falta de interés y hay sólo porque tienen.Si usted puede conseguir lo que pides, sería caro, dado que no es demasiado caro."
77,"Mexicana, Pizzería, Mariscos, Costarricense, Saludable",negative,"La comida es buena, pero no genial. Las bebidas son un poco débiles. El servicio necesita trabajo. Cuando mi huésped era regaña por usar el baño"" no un baño público"" y luego me senté en la mesa se podía ver el remordimiento del miembro del personal. No se puede deshacer el comportamiento estúpido y agresiva. Estoy seguro de que no es la primera vez. No volveré, el elemento y el aura. . Mal la energía. . .","La comida es buena, pero no genial. Las bebidas son un poco débiles. El servicio necesita trabajo. Cuando mi huésped era regaña por usar el baño"" no un baño público"" y luego me senté en la mesa se podía ver el remordimiento del miembro del personal. No se puede deshacer el comportamiento estúpido y agresiva. Estoy seguro de que no es la primera vez. No volveré, el elemento y el aura. . Mal la energía. . ."
78,"Churrasquería, Mariscos",negative,"Cortes de carne angus certificados pero sumamente caros. La atención estupenda. Poca variedad en el menú. Al final ordenamos del menú del restaurante Alfredo que esta anexo a este, tampoco cumplió nuestras expectativas. ","Cortes de carne angus certificados pero sumamente caros. La atención estupenda. Poca variedad en el menú. Al final ordenamos del menú del restaurante Alfredo que esta anexo a este, tampoco cumplió nuestras expectativas. "
79,"Japonesa, Sushi, Asiática",negative,"Ha estado aquí antes, y fue una experiencia mucho mejor sin embargo, esta vez era bastante penoso el servicio o falta de debería decir ... miso ordered sopa para la mesa y sólo 2 de los 3 sopas mostró porque nuestro camarero estaba más interesado en tontear con mujeres en el bar y comer su pizza. Sushi vino finalmente y pedimos una segunda ronda de bebidas que nunca vino pero de vuelta al sushi ... no wasabi and Ginger y después de repetir intentos de bandera por nuestro servidor finalmente uno de los otros chicos cuenta y nos conectó. El pescado era mediocre en el mejor de los casos y la gripe parecía como si fuese a pocos días de edad y no cabe duda de que no es fresco. Y así que comimos lo que pudimos, así que pudimos salir de allí! servidor pedí la hora y me dijo que no está mal y nos dirigimos de sus señoras y pizza. Como antiguo propietario restaurante recomendaría que el dueño hacer una evaluación de su tripulación ... ya sé pura vida pero por si estás gastando 100 dólares además de sushi quieres servicio adecuado.","Ha estado aquí antes, y fue una experiencia mucho mejor sin embargo, esta vez era bastante penoso el servicio o falta de debería decir ... sopa miso para la mesa y sólo 2 de los 3 sopas mostró porque nuestro camarero estaba más interesado en tontear con mujeres en el bar y comer su pizza. Sushi vino finalmente y pedimos una segunda ronda de bebidas que nunca vino pero de vuelta al sushi ... no wasabi and Ginger y después de repetir intentos de bandera por nuestro servidor finalmente uno de los otros chicos cuenta y nos conectó. El pescado era mediocre en el mejor de los casos y la gripe parecía como si fuese a pocos días de edad y no cabe duda de que no es fresco. Y así que comimos lo que pudimos, así que pudimos salir de allí! servidor pedí la hora y me dijo que no está mal y nos dirigimos de sus señoras y pizza. Como antiguo propietario restaurante recomendaría que el dueño hacer una evaluación de su tripulación ... ya sé pura vida pero por si estás gastando 100 dólares además de sushi quieres servicio adecuado."
80,"Italiana, Mediterránea, Europea",negative,"Hemos ido 2 veces y los dos fueron muy decepcionantes. La comida era mediocre, MUY caro y la presentacion faltando en creatividad. Fuimos un miercoles con reservaciones entonces no era una noche muy ocupado. El pan era viejo y del supermercado (mas x menos), El aceite/balsamico/parmesano era de MUY mala calidad (Aceite liviana con parmesano molido de una bolsa). Los ingrediaentes eran de calidad mediocre con presentacion mediocre. Cada persona en la mesa dijo que estaban muy decepcionados con basicamente todo. Es una bendicion porque es tan caro que decidmos a comer en otros lugares mas baratos con mejor calidad de comida. Hasta el mesero nos dijo que debemos evitar algunos platos porque no eran muy ricos. Eso es un resaurante para la gente que no conocen que es buena comida y solamente quieren ir a un lugar que es pura apariencia, nada mas.","Hemos ido 2 veces y los dos fueron muy decepcionantes. La comida era mediocre, MUY caro y la presentacion faltando en creatividad. Fuimos un miercoles con reservaciones entonces no era una noche muy ocupado. El pan era viejo y del supermercado (mas x menos), El aceite/balsamico/parmesano era de MUY mala calidad (Aceite liviana con parmesano molido de una bolsa). Los ingrediaentes eran de calidad mediocre con presentacion mediocre. Cada persona en la mesa dijo que estaban muy decepcionados con basicamente todo. Es una bendicion porque es tan caro que decidmos a comer en otros lugares mas baratos con mejor calidad de comida. Hasta el mesero nos dijo que debemos evitar algunos platos porque no eran muy ricos. Eso es un resaurante para la gente que no conocen que es buena comida y solamente quieren ir a un lugar que es pura apariencia, nada mas."
81,"Estadounidense, Centroamericana, Costarricense, Café",negative,"Después de viajar a Jaco estábamos realmente hambriento. Sunrise estaba cerca de donde estábamos y estamos siempre algún desayuno estilo americano.La comida tardó mucho tiempo, lo cual no es tan malo como estamos de vacaciones, pero esto fue un poco extrema.tamaño de porción era normal, pero el precio era desorbitado para el desayuno.Deberíamos haber prestado más atención a los precios cuando ordenes pero ya sabes, cuando estás realmente hambriento!no volveremos.","Después de viajar a Jaco estábamos realmente hambriento. Sunrise estaba cerca de donde estábamos y estamos siempre algún desayuno estilo americano.La comida tardó mucho tiempo, lo cual no es tan malo como estamos de vacaciones, pero esto fue un poco extrema.tamaño de porción era normal, pero el precio era desorbitado para el desayuno.Deberíamos haber prestado más atención a los precios cuando ordenes pero ya sabes, cuando estás realmente hambriento!no volveremos."
82,"Mediterránea, Del Medio Oriente",negative,"Ok, lo primero que quiero dejar claro es que mi comentario no tiene la intención de decir ""ni se acerquen a ese lugar"" ""es malisimo"" etc., etc..Simplemente quiero compartir mi horrible experiencia con ustedes para que tomen ciertas previsiones y no les pase como a nosotros.Reservamos una noche para el cumpleaños de mi esposa (especial por se su número 30), eramos 20 personas.Llegamos primero 7 personas a las 7:30 p.m.Le dijimos claramente a la mesera, vamos a ir pidiendo comida, no vamos a esperar a todos, vamos pidiendo van trayendo, van llegando y pidiendo van trayendo, Ok, nos ofrecieron por ser martes de paella, una paella para una persona y paella para 2 personas, (ojo con este detalle)Ok, a las 8 p.m. en punto, se pidieron las 4 primeras ordenes, una paella para 2 personas, un pescado con papas a la francesa para una niña de 9 años, una pasta con algo, y otra paella para una persona, mi esposa y yo pedimos una entrada, y el plato de ella una corvina, y mi plato unas chuletas de cordero a la parrilla con raviolis rellenos de ricotta y espinaca (este lo especifico bien porque es importante); bueno primero que nada, eran las 9:45 p.m. y no habíamos recibido ninguno de los platos, o sea, 1 hora 45 minutos después y solo habíamos recibido la entrada.Por supuesto ya había ido llegando en ese lapso de tiempo más invitados que iban pidiendo y obvio tampoco habían recibido su comida.Cuando nos molestamos comenzaron a aparecer los platos.El plato de mi esposa, una corvina, fría se ve que estaba lista para servir antes y no entendemos porque no la habían hecho.Mi PLATO, ok, mi plato se recuerdan, las deliciosas chuletas de corderos con ravioles, bueno, estaban las chuletas con 4 pedacitos que nunca supe que era (zuquini o berenjenas) totalmente quemadas, con 2 pedacitos de tomates pero bueno entre quemados e impresentables, le pregunto, Srta. esto no venía acompañado de Ravioles, me dice, ""uy Sr. es que hoy no hay ravioles lo servimos con vegetales"", entonces, mi enfado fue, porque no me dicen desde un principio que no hay ravioles, y que lo sustituyen con que, a ver si yo lo acepto, y 2do, cuales vegetales ?, le llaman vegetales a 4 pedazos de berenjenas y 2 pedazos de tomates, yo ni berenjena como le digo, se lo puedo cambiar por arroz o papas fritas, o sea, el mega plato de 12 mi colones, que lo tengo que pagar me lo tengo que comer con papas fritas, excelente, no gracias, solo me voy a comer las chuletas.La pena del siglo fue cuando una amiga ordeno una paella para una persona, y otra pareja ordeno una paella para 2, bueno, le trajeron una paella junta, que dijeron que era para 3 !!!!!...y le sacaron de esa paella un minúsculo plato con ""la porción"" a la persona que esperaba una paella individual, que les parece ?.Otro compañero ordeno una paella para una persona mixta (mariscos y pollo), le llego su paella, pero él se da cuenta que no tiene pollo, y le pregunta, mire Srta. y el pollo, "" ayyyy no le pusieron"", o sea, por supuesto la tuvo que pagar como mixta (creo, porque ya la verdad con tanta pena que tenía por nuestras amistades y familiares ni pregunte).Bueno invitados que había llegado mucho después, ya estaba comiendo otros molestos por todos los problemas de tiempo y adicional ordenes incorrectas; se acuerdan el que ordenó a las 8 en punto, una pasta ?, AÚN NO SE LA SERVÍAN, casi 10:30 de la noche !!!!!, creemos que la mesera no tomo la orden, o de verdad, vuelvo y repito ya simplemente no nos importaba saber cual fue la razón, lo único que queríamos era pagar y salir corriendo.Recomendaciones para el restaurante:1. No acepten reservaciones grandes, a simple vista se notó que no tienen la experiencia para manejar ese volumen de personas en una misma mesa.2. Si ofrecen platos para una persona y para 2 personas, no se invente platos en plena velada de 3 personas, es de mal gusto y muy desagradable, esa persona no comió absolutamente nada y tuvo que pagarlo como un plato individual.3. Tienen un menú cierto ?, si el menú dice que viene acompañado con tal guarnición y no la tienen, informen al cliente para que este decida si quiere el plato o no, no se lo traigan y le dicen cuando no tenemos esto le ponemos aquello, es como ir a un restaurante francés y pedir un plato muy costoso de pato, y cuando te llegue la orden, veas unos nuggets, y te digan, es que cuando no hay pato lo cambiamos por nuggets, y lo peor tenemos que pagar un plato caro de Pato.4. No es justo esperar hora y 45 minutos para cenar, y otros hasta 2 horas pasadas por un plato de pasta.5. Tengan la decencia de algo reintegrar algo de lo que se ordeno y no fue recibido, porque pague por un plato de 12 mil colones de ravioles, y lo cambian por berenjenas y tomate (e impresentables), yo esperaba que me dijeran disculpe su plato va a costar tanto, porque cambiamos ingredientes muy costosos de ese plato como ravioles, ricota y espinaca, y de dificil preparación por unos pedazos de berenjenas y tomates quemados.Conclusiones de la noche, tristeza, de preguntarle a mi esposa dentro del carro, bueno al menos nos reímos con los invitados, como la pasaste?, y de escucharla, casi apenada ""fue una congoja, ver a todas mis amistades bravas por el servicio y no a gusto, la pase muy mal en mi cumpleaños.""No puedo ni siquiera decir que si estaba buena o no la comida, porque con tantas desagradables situaciones era imposible intentar saborear algo.Si hubiese estado con mi esposa o tal vez una pareja más no acepto esos platos.De nuestra parte vetado de por vida este restaurante.","Ok, lo primero que quiero dejar claro es que mi comentario no tiene la intención de decir ""ni se acerquen a ese lugar"" ""es malisimo"" etc., etc..Simplemente quiero compartir mi horrible experiencia con ustedes para que tomen ciertas previsiones y no les pase como a nosotros.Reservamos una noche para el cumpleaños de mi esposa (especial por se su número 30), eramos 20 personas.Llegamos primero 7 personas a las 7:30 p.m.Le dijimos claramente a la mesera, vamos a ir pidiendo comida, no vamos a esperar a todos, vamos pidiendo van trayendo, van llegando y pidiendo van trayendo, Ok, nos ofrecieron por ser martes de paella, una paella para una persona y paella para 2 personas, (ojo con este detalle)Ok, a las 8 p.m. en punto, se pidieron las 4 primeras ordenes, una paella para 2 personas, un pescado con papas a la francesa para una niña de 9 años, una pasta con algo, y otra paella para una persona, mi esposa y yo pedimos una entrada, y el plato de ella una corvina, y mi plato unas chuletas de cordero a la parrilla con raviolis rellenos de ricotta y espinaca (este lo especifico bien porque es importante); bueno primero que nada, eran las 9:45 p.m. y no habíamos recibido ninguno de los platos, o sea, 1 hora 45 minutos después y solo habíamos recibido la entrada.Por supuesto ya había ido llegando en ese lapso de tiempo más invitados que iban pidiendo y obvio tampoco habían recibido su comida.Cuando nos molestamos comenzaron a aparecer los platos.El plato de mi esposa, una corvina, fría se ve que estaba lista para servir antes y no entendemos porque no la habían hecho.Mi PLATO, ok, mi plato se recuerdan, las deliciosas chuletas de corderos con ravioles, bueno, estaban las chuletas con 4 pedacitos que nunca supe que era (zuquini o berenjenas) totalmente quemadas, con 2 pedacitos de tomates pero bueno entre quemados e impresentables, le pregunto, Srta. esto no venía acompañado de Ravioles, me dice, ""uy Sr. es que hoy no hay ravioles lo servimos con vegetales"", entonces, mi enfado fue, porque no me dicen desde un principio que no hay ravioles, y que lo sustituyen con que, a ver si yo lo acepto, y 2do, cuales vegetales ?, le llaman vegetales a 4 pedazos de berenjenas y 2 pedazos de tomates, yo ni berenjena como le digo, se lo puedo cambiar por arroz o papas fritas, o sea, el mega plato de 12 mi colones, que lo tengo que pagar me lo tengo que comer con papas fritas, excelente, no gracias, solo me voy a comer las chuletas.La pena del siglo fue cuando una amiga ordeno una paella para una persona, y otra pareja ordeno una paella para 2, bueno, le trajeron una paella junta, que dijeron que era para 3 !!!!!...y le sacaron de esa paella un minúsculo plato con ""la porción"" a la persona que esperaba una paella individual, que les parece ?.Otro compañero ordeno una paella para una persona mixta (mariscos y pollo), le llego su paella, pero él se da cuenta que no tiene pollo, y le pregunta, mire Srta. y el pollo, "" ayyyy no le pusieron"", o sea, por supuesto la tuvo que pagar como mixta (creo, porque ya la verdad con tanta pena que tenía por nuestras amistades y familiares ni pregunte).Bueno invitados que había llegado mucho después, ya estaba comiendo otros molestos por todos los problemas de tiempo y adicional ordenes incorrectas; se acuerdan el que ordenó a las 8 en punto, una pasta ?, AÚN NO SE LA SERVÍAN, casi 10:30 de la noche !!!!!, creemos que la mesera no tomo la orden, o de verdad, vuelvo y repito ya simplemente no nos importaba saber cual fue la razón, lo único que queríamos era pagar y salir corriendo.Recomendaciones para el restaurante:1. No acepten reservaciones grandes, a simple vista se notó que no tienen la experiencia para manejar ese volumen de personas en una misma mesa.2. Si ofrecen platos para una persona y para 2 personas, no se invente platos en plena velada de 3 personas, es de mal gusto y muy desagradable, esa persona no comió absolutamente nada y tuvo que pagarlo como un plato individual.3. Tienen un menú cierto ?, si el menú dice que viene acompañado con tal guarnición y no la tienen, informen al cliente para que este decida si quiere el plato o no, no se lo traigan y le dicen cuando no tenemos esto le ponemos aquello, es como ir a un restaurante francés y pedir un plato muy costoso de pato, y cuando te llegue la orden, veas unos nuggets, y te digan, es que cuando no hay pato lo cambiamos por nuggets, y lo peor tenemos que pagar un plato caro de Pato.4. No es justo esperar hora y 45 minutos para cenar, y otros hasta 2 horas pasadas por un plato de pasta.5. Tengan la decencia de algo reintegrar algo de lo que se ordeno y no fue recibido, porque pague por un plato de 12 mil colones de ravioles, y lo cambian por berenjenas y tomate (e impresentables), yo esperaba que me dijeran disculpe su plato va a costar tanto, porque cambiamos ingredientes muy costosos de ese plato como ravioles, ricota y espinaca, y de dificil preparación por unos pedazos de berenjenas y tomates quemados.Conclusiones de la noche, tristeza, de preguntarle a mi esposa dentro del carro, bueno al menos nos reímos con los invitados, como la pasaste?, y de escucharla, casi apenada ""fue una congoja, ver a todas mis amistades bravas por el servicio y no a gusto, la pase muy mal en mi cumpleaños.""No puedo ni siquiera decir que si estaba buena o no la comida, porque con tantas desagradables situaciones era imposible intentar saborear algo.Si hubiese estado con mi esposa o tal vez una pareja más no acepto esos platos.De nuestra parte vetado de por vida este restaurante."
83,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,"Sé que Soda Tapia quiere mantener las comidas típicas de Soda, pero vamos, la comida de soda sabe mucho mejor. Deben mejorar en la presentación de los platillos y asegurarse de dar más sabor. La ""ensalada"" de lechuga deja mucho que desear.","Sé que Soda Tapia quiere mantener las comidas típicas de Soda, pero vamos, la comida de soda sabe mucho mejor. Deben mejorar en la presentación de los platillos y asegurarse de dar más sabor. La ""ensalada"" de lechuga deja mucho que desear."
84,Mariscos,negative,"Estoy muy decepcionado con este lugar! El ceviche estaba bien. Pero mi atún saca mal! Sólo arroz, aguacate y atún. Nada especial! Muy caro. . El camarero muy poco profesional. . Si estás dispuesto a pagar casi $5 por limonada y tirar el dinero. Este es el lugar.Sin duda no volveremos!","Estoy muy decepcionado con este lugar! El ceviche estaba bien. Pero mi atún sabia mal! Sólo arroz, aguacate y atún. Nada especial! Muy caro. . El camarero muy poco profesional. . Si estás dispuesto a pagar casi $5 por limonada y tirar el dinero. Este es el lugar.Sin duda no volveremos!"
85,Café,negative,"Éramos 7 personas esperamos por 20 min para que la mesera nos atendiera y fue luego que fui a la caja a solicitarlo, caa vez que necesitamos ordenar algo más tocaba levantarse e ir a buscar algún mesero, la sopa de tomate pésima no volvería","Éramos 7 personas esperamos por 20 min para que la mesera nos atendiera y fue luego que fui a la caja a solicitarlo, caa vez que necesitamos ordenar algo más tocaba levantarse e ir a buscar algún mesero, la sopa de tomate pésima no volvería"
86,"Pizzería, Internacional, Europea, Delicatessen",negative,"Esta es la segunda vez que visita la Rivera. Ambas veces bueno era bueno y la selección de cervezas, así como bebidas son muy buenas. El único problema es el servicio. Siempre se olvidan lo que se les pregunta y necesita les recuerdo o pedir alguien a traer. Necesitan para arreglarlo.",El único problema es el servicio. Siempre se olvidan lo que se les pregunta y necesita les recuerdo o pedir alguien a traer. Necesitan para arreglarlo.
87,"Italiana, Pizzería, Internacional",negative,"Hace muchos años era de lo mejor en Jacó, ahora es malísimo! NO LO RECOMIENDO, hay milmejores pizzerías en Jaco. Esperamos 25 minutos por tres jugos naturales! En temporada baja! Atención pésima, súper mal educados los meseros, con cara de &@€; todo elservicio! Y la pizza no era la gran cosa....tardaron una hora y era lomás básico!  ","Hace muchos años era de lo mejor en Jacó, ahora es malísimo! NO LO RECOMIENDO, hay milmejores pizzerías en Jaco. Esperamos 25 minutos por tres jugos naturales! En temporada baja! Atención pésima, súper mal educados los meseros, con cara de &@€; todo elservicio! Y la pizza no era la gran cosa....tardaron una hora y era lomás básico!  "
88,"Italiana, Pizzería",negative,"Fuimos por pizza a la leña a las 12:30 un domingo y nos dijeron que el horno estaba calentándose, que lugar que vende pizza no está listo para atender a sus clientes? No tienen opciones de frescos naturales para niños, solo limonada. Pedimos pasta y estaba bien, nada extraordinario, lo único extraordinario fue el precio que pagamos! ","Fuimos por pizza a la leña a las 12:30 un domingo y nos dijeron que el horno estaba calentándose, que lugar que vende pizza no está listo para atender a sus clientes? No tienen opciones de frescos naturales para niños, solo limonada. Pedimos pasta y estaba bien, nada extraordinario, lo único extraordinario fue el precio que pagamos! "
89,"Parrillada, Churrasquería",negative,"Llevo comiendo en este lugar desde que estaba ubicado en Barrio Turnón pero desde que se pasaron al local en Tibás ha ido de mal en peor. No me molesta pagar caro por algo bueno, pero aquí la relación calidad-precio está muy mal. Espero que mejore porque sino va a desaparecer pronto, ya qué hay mucha competencia actualmente. La atención del personal es buena pero la comida nada que ver.","Llevo comiendo en este lugar desde que estaba ubicado en Barrio Turnón pero desde que se pasaron al local en Tibás ha ido de mal en peor. No me molesta pagar caro por algo bueno, pero aquí la relación calidad-precio está muy mal. Espero que mejore porque sino va a desaparecer pronto, ya qué hay mucha competencia actualmente. La atención del personal es buena pero la comida nada que ver."
90,"Japonesa, Sushi, Asiática, Fusión",negative,"Pensé que iba a ser mejor, el pathai estaba bueno, pero los rollos con salsa de kiwi es sin duda el peor sushi roll que he probado en la vida. La entrarada de era una mala imitación de comida vietnamita. No volveré a ir.","Pensé que iba a ser mejor, el pathai estaba bueno, pero los rollos con salsa de kiwi es sin duda el peor sushi roll que he probado en la vida. La entrarada de era una mala imitación de comida vietnamita. No volveré a ir."
91,Mexicana,negative,"Lamentablemente pasó de ser mi restaurante mexicano favorito, a perder toda gana de volver. Desde que se mudaron de a Escazu a Santa Ana y crecieron exponencialmente la calidad ha decaído muchísimo y los precios han subido muchísimo. Había dejado de ir pues cada vez que iba no quedaba satisfecha, ayer volví y francamente para no ir más. Siento que los precios estan caros por una calidad menos que media. Es una pena ya que antes era DELICIOSO ","Lamentablemente pasó de ser mi restaurante mexicano favorito, a perder toda gana de volver. Desde que se mudaron de a Escazu a Santa Ana y crecieron exponencialmente la calidad ha decaído muchísimo y los precios han subido muchísimo. Había dejado de ir pues cada vez que iba no quedaba satisfecha, ayer volví y francamente para no ir más. Siento que los precios estan caros por una calidad menos que media. Es una pena ya que antes era DELICIOSO "
92,"Estadounidense, Bar, Pub, Centroamericana",negative,"Al inicio el lugar me pareció bonito. Luego, vi la barra que da hacia el patio sucia y llena de moho. Cada cerveza vale alrededor de 4000 colones lo que me parece algo caro. Pedimos alitas y la verdad muy pequeñas y no saben a nada. El bartender da mala atención. No recomiendo el lugar para nada","Luego, vi la barra que da hacia el patio sucia y llena de moho. Cada cerveza vale alrededor de 4000 colones lo que me parece algo caro. Pedimos alitas y la verdad muy pequeñas y no saben a nada. El bartender da mala atención. No recomiendo el lugar para nada"
93,"Italiana, Europea, Bar, Pizzería, Mariscos",negative,"Nunca he estado comiendo en el peor restaurante en mi vida. pasta y pizza hecha de la venganza de mala calidad y Montezuma probablemente expiró el partido!camarero Latin Lover, incluso si tico, molestar las damas. Demasiado caro para Costa Rica. Y Estados Unidos!","Nunca he estado comiendo en el peor restaurante en mi vida. pasta y pizza hecha de la venganza de mala calidad y Montezuma probablemente expiró el partido!camarero Latin Lover, incluso si tico, molestar las damas. Demasiado caro para Costa Rica. Y Estados Unidos!"
94,"Latina, Fuente de soda, Centroamericana, Costarricense",negative,"Si quieres ir a comer y esperar hasta que el hambre se te haya ido ese es el lugar, ademas debes tu de buscar a los meseros para que te atiendan.","Si quieres ir a comer y esperar hasta que el hambre se te haya ido ese es el lugar, ademas debes tu buscar a los meseros para que te atiendan."
95,"Mexicana, Latina, Española",negative,"Visitamos el restaurante por tercera vez y probablemente la última.Las salsas parecen sintéticas, el queso fundido no tenia sabor a nada más que grasa, usaron hongos y frijoles enlatados... toda una decepción!Finalmente decir que se les pasó la mano con la sal","Visitamos el restaurante por tercera vez y probablemente la última.Las salsas parecen sintéticas, el queso fundido no tenia sabor a nada más que grasa, usaron hongos y frijoles enlatados... toda una decepción!Finalmente decir que se les pasó la mano con la sal"
