,ID,Nombre,Calificación,Tipo_Comida,Direccion,Coordenadas,Comentario,Fecha_Comentario,Calificacion_Comentario
234,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362",El lugar es precioso era una antigua casa . Ambiente Mediterráneo y comida de esta zona ( libanesa arabe etc ) el cordero es espectacular y en general muy muy buena comida los precios no son económicos pero vale la pena,21-septiembre-2016,5
235,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362","Será que lo visite en el momento no adecuado ? Puede ser; lo visite durante el festival gastronómico 1.30 horas de espera y al resto de mesas si las atendían medianamente mejor que la nuestra, entiendo, que quizás no esperaron la cantidad de personas? Será ? Pero a eso se dedican? O no?, el festival de cordero lo trajeron para 2 personas y lo pedí para 1, los ravioles eran en salsa de tomate y llegaron en salsa blanca, las bebidas llegaron con 25 de atraso, cero servilletas, la camarera se disculpa pero no hace nada por remediarlo, creo que es un buen restaurante pero para nosotros la experiencia fue pésima (escuchar comentarios de la cocina donde se le acabo ""x"" producto, cierre la cocina, o caras y malos tratos deja mucho que desear) ",20-abril-2015,2
236,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362","Al cesar lo que es del cesar... este acogedor lugar, invita a pasar horas ahí, su locación en plena capital con un paisaje urbano que ofrece un espacio para hacer una pausa y degustar algún interesante platillo al calor de una buena tertulia. Pero, en un restaurante la comida es lo principal. Comida, servicio y precios van de la mano, en mi visita este lugar me quedó debiendo. Una entrada que el menú indica es para dos personas pasa de ser una primera impresión y te invita a no seguir, porciones minúsculas con un pan nada fresco, mal aliñado y comercial, (no podría creer que es preparado ahí mismo) en nada emula a un pan artesenal del mediterraneo que a pesar de múltiples recetas no puede ni debe ser como el ofrecido en mi visita.Muy mezquina la porción de las muestras las cuales han de haber estado refrigeradas por un buen rato, tanto rato que de guardar la frescura de los ingredientes se pasa a ""ingredientes añejos refrigerados"". Sin importar ser una entrada dista mucho de ser para dos comensales, esto junto con una atención desinteresada y a la ligera del mesero quien se limitó a tirar las cartas sin ningúna recomendación, sugerencia o explicación preferí terminar mi entrada que con dos bebidas ya sumaba $26 dólares americanos, decidí abandonar el sitio dejando a otros comensales la expreriencia de los platos fuertes y postres ya que si por la víspera se saca el día y si hasta la caja tuve que ir a cancelar la factura y retirar el vuelto no me imagino que hubiese pasado de haber ordenado algo más.",17-diciembre-2014,2
237,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362","Ok, lo primero que quiero dejar claro es que mi comentario no tiene la intención de decir ""ni se acerquen a ese lugar"" ""es malisimo"" etc., etc..Simplemente quiero compartir mi horrible experiencia con ustedes para que tomen ciertas previsiones y no les pase como a nosotros.Reservamos una noche para el cumpleaños de mi esposa (especial por se su número 30), eramos 20 personas.Llegamos primero 7 personas a las 7:30 p.m.Le dijimos claramente a la mesera, vamos a ir pidiendo comida, no vamos a esperar a todos, vamos pidiendo van trayendo, van llegando y pidiendo van trayendo, Ok, nos ofrecieron por ser martes de paella, una paella para una persona y paella para 2 personas, (ojo con este detalle)Ok, a las 8 p.m. en punto, se pidieron las 4 primeras ordenes, una paella para 2 personas, un pescado con papas a la francesa para una niña de 9 años, una pasta con algo, y otra paella para una persona, mi esposa y yo pedimos una entrada, y el plato de ella una corvina, y mi plato unas chuletas de cordero a la parrilla con raviolis rellenos de ricotta y espinaca (este lo especifico bien porque es importante); bueno primero que nada, eran las 9:45 p.m. y no habíamos recibido ninguno de los platos, o sea, 1 hora 45 minutos después y solo habíamos recibido la entrada.Por supuesto ya había ido llegando en ese lapso de tiempo más invitados que iban pidiendo y obvio tampoco habían recibido su comida.Cuando nos molestamos comenzaron a aparecer los platos.El plato de mi esposa, una corvina, fría se ve que estaba lista para servir antes y no entendemos porque no la habían hecho.Mi PLATO, ok, mi plato se recuerdan, las deliciosas chuletas de corderos con ravioles, bueno, estaban las chuletas con 4 pedacitos que nunca supe que era (zuquini o berenjenas) totalmente quemadas, con 2 pedacitos de tomates pero bueno entre quemados e impresentables, le pregunto, Srta. esto no venía acompañado de Ravioles, me dice, ""uy Sr. es que hoy no hay ravioles lo servimos con vegetales"", entonces, mi enfado fue, porque no me dicen desde un principio que no hay ravioles, y que lo sustituyen con que, a ver si yo lo acepto, y 2do, cuales vegetales ?, le llaman vegetales a 4 pedazos de berenjenas y 2 pedazos de tomates, yo ni berenjena como le digo, se lo puedo cambiar por arroz o papas fritas, o sea, el mega plato de 12 mi colones, que lo tengo que pagar me lo tengo que comer con papas fritas, excelente, no gracias, solo me voy a comer las chuletas.La pena del siglo fue cuando una amiga ordeno una paella para una persona, y otra pareja ordeno una paella para 2, bueno, le trajeron una paella junta, que dijeron que era para 3 !!!!!...y le sacaron de esa paella un minúsculo plato con ""la porción"" a la persona que esperaba una paella individual, que les parece ?.Otro compañero ordeno una paella para una persona mixta (mariscos y pollo), le llego su paella, pero él se da cuenta que no tiene pollo, y le pregunta, mire Srta. y el pollo, "" ayyyy no le pusieron"", o sea, por supuesto la tuvo que pagar como mixta (creo, porque ya la verdad con tanta pena que tenía por nuestras amistades y familiares ni pregunte).Bueno invitados que había llegado mucho después, ya estaba comiendo otros molestos por todos los problemas de tiempo y adicional ordenes incorrectas; se acuerdan el que ordenó a las 8 en punto, una pasta ?, AÚN NO SE LA SERVÍAN, casi 10:30 de la noche !!!!!, creemos que la mesera no tomo la orden, o de verdad, vuelvo y repito ya simplemente no nos importaba saber cual fue la razón, lo único que queríamos era pagar y salir corriendo.Recomendaciones para el restaurante:1. No acepten reservaciones grandes, a simple vista se notó que no tienen la experiencia para manejar ese volumen de personas en una misma mesa.2. Si ofrecen platos para una persona y para 2 personas, no se invente platos en plena velada de 3 personas, es de mal gusto y muy desagradable, esa persona no comió absolutamente nada y tuvo que pagarlo como un plato individual.3. Tienen un menú cierto ?, si el menú dice que viene acompañado con tal guarnición y no la tienen, informen al cliente para que este decida si quiere el plato o no, no se lo traigan y le dicen cuando no tenemos esto le ponemos aquello, es como ir a un restaurante francés y pedir un plato muy costoso de pato, y cuando te llegue la orden, veas unos nuggets, y te digan, es que cuando no hay pato lo cambiamos por nuggets, y lo peor tenemos que pagar un plato caro de Pato.4. No es justo esperar hora y 45 minutos para cenar, y otros hasta 2 horas pasadas por un plato de pasta.5. Tengan la decencia de algo reintegrar algo de lo que se ordeno y no fue recibido, porque pague por un plato de 12 mil colones de ravioles, y lo cambian por berenjenas y tomate (e impresentables), yo esperaba que me dijeran disculpe su plato va a costar tanto, porque cambiamos ingredientes muy costosos de ese plato como ravioles, ricota y espinaca, y de dificil preparación por unos pedazos de berenjenas y tomates quemados.Conclusiones de la noche, tristeza, de preguntarle a mi esposa dentro del carro, bueno al menos nos reímos con los invitados, como la pasaste?, y de escucharla, casi apenada ""fue una congoja, ver a todas mis amistades bravas por el servicio y no a gusto, la pase muy mal en mi cumpleaños.""No puedo ni siquiera decir que si estaba buena o no la comida, porque con tantas desagradables situaciones era imposible intentar saborear algo.Si hubiese estado con mi esposa o tal vez una pareja más no acepto esos platos.De nuestra parte vetado de por vida este restaurante.",7-mayo-2014,1
238,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362","La comida es fresca y la atención es excelente.Esta bien ubicado, cerca de lugares de interes turístico.La frescura de sus platos y la asesoria a la hora de elegir los platos es un factor importante para volver y recomendarlo a muchas personas.",28-enero-2013,5
239,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362","Comencé a este restaurante hace unos años, cuando se llamaba Aya Sofia. Un colega y yo solía comer allí cuando trabajamos juntos. Me encanta el cordero platos, las bolas de carne, los platos Sampler, el café turco, y el baklava. Con los años llegué a conocer Mehmet, el propietario. Fui a dos de las noches de arte y cultura ... uno en la comida del Imperio Otomano y la otra en la cocina siria. conversaciones fascinantes / tobogán presentaciones y la comida es fabulosa. Mehmet y algunos amigos mutuos vinieron a mi casa hace unos años y preparado una fiesta. Una delicia. No vivimos en Costa Rica, pero ya he visitado la semana pasada y lo principal en mi horario era para ir a almorzar en Sofia Mediterraneo.",19-julio-2015,5
240,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362",Excelente comida en un ambiente otomano. Gran noche. Vimos una presentación sobre el sultán y tradiciones en el Imperio Otomano. Pudimos conocer nuevas especias,13-septiembre-2014,5
241,g309290-d1907692,Sofia Restaurante Mediterraneo,4.5,"Mediterránea, Del Medio Oriente","Barrio Escalante, 00000 Costa Rica","9.933145,-84.06362","A pie de Sofía Mediterraneo es como entrar en una experiencia en algún lugar en el Mediterráneo. Los olores de especias antiguos preciosos como cardamomo y comino hace que uno quiere probar cada plato en la junta de especial. Las carnes son mi favorito pero tuve la suerte de cenar con un grupo de nosotros y estuvimos encantados de haber una mezcla de platos vegetarianos, además de pescado. El plato de atún es para morirse y el chuletas de cordero no te quieres compartir con nadie.Me quedé satisfecha cuando eran tan complacientes con el pedido de mi 1 y 1/2 año para bebé más pan y delicioso baba ganoush. El personal es amable y eficiente de sus platos y vinos. El propietario y el director son una delicia para hablar y sobre todo un lugar estupendo en Barrio Escalante para pasar el tiempo descubriendo las maravillas de la cocina mundial. Sin duda se lo recomendaría a cualquiera que le guste un buen ambiente con una comida buenísima.",19-junio-2014,5
242,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255","La comida y el servicio te hacen sentir en Italia, un lugar acogedor, excelentes vinos y la comida exquisita!!!",9-julio-2018,5
243,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255","Fuimos un grupo de amigos a cenar. A la entrada no había un anfitrión que nos atendiera, tuvimos que hacerle señas para que se diera cuenta. Luego de 15 minutos nos arreglaron la mesa y como le dijimos al mesero que aún faltaban otros amigos por llegar, simplemente se fue y no volvió a acercarse a la mesa. Como nuestros amigos faltantes se retrasaron, decidimos pedir la orden, y aún con señas y llamados el mesero no se acercaba sino al rato. Pedimos, entre otras cosas, sopa de tomate natural y sorpresa que cuando nos las sirvieron era sopa de caja, no era natural. Al reclamar al mesero, éste titubeó. Se fue a ""preguntarle"" al chef y nos cuenta que el chef manifestó que era sopa natural pero que a él no le consta, sino que es mandado. El chef nunca apareció en nuestra mesa. También pedimos lomito al amaretto. La carne muy buena y jugosa, no así la salsa de amaretto que estaba bastante dulce. La pizza nada del otro mundo. En general, el servicio del mesero muy deficiente y la comida ha bajado de calidad. Ante nuestras observaciones, el dueño trató´de enmendar lo sucedido con digestivos de cortesía. Un restaurante como este situado en un barrio con tanta oferta gastronómica debería cuidar estos factores. Ante estas alternativas, dejaremos de ir a este restaurante por mucho tiempo.",11-marzo-2018,2
244,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255","Increíble la Corvina de Tony, al horno, lomo de Corvina especial de primera, con vino blanco, mantequilla y especias; acompañada con pasta al dente o vegetales tiernos y frescos; verdaderamente una delicia, para recordar.Por otra parte, el servicio excelente, expedito, respetuoso, en un ambiente cálido y agradable.",27-junio-2016,5
245,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255",Excelente cocina. Ambiente muy agradable y buen chef. Muy concurrido al mediodía.Muy bueno el risotto a la pescatora,22-septiembre-2015,4
246,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255",El primer restaurante que he conocido desde cuando vivo en costa rica de verdadera comida italiana y mediterránea seguramente es el mejor entre todos lo recomiendo,16-septiembre-2015,5
247,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255","Localizado en una hermosa zona, el local es agradable. No tiene parqueo, pero los carros de pueden dejar al frente, al lado de la calle, sin mayor inconveniente.Fina atención, comida italiana con variedad de pastas, pizzas y carnes.El precio es el justo y el tamaño de las porciones el adecuado.Sus dueños, Ciro y Tony, contribuyen con la atención del lugar.",8-septiembre-2015,4
248,g309293-d3241323,L'ancora da Ciro & Tony,4.5,"Italiana, Mediterránea, Europea","Avenida 9 Calle 33 Barrio Dent, San José 1001 Costa Rica","9.936619,-84.063255","Con el paso de los años, Tony a pesar de haber cambiado varias veces de local, sigue siendo el mismo gran Chef que hemos tenido el placer de conocer por sus platos y su trabajo profesional. Ahora junto a Ciro nos sorprendieron con este nuevo local muy espacioso y con una presentación impecable de sus platos, ideal para disfrutar un buen almuerzo o cena en un lugar con muy buena atención y como siempre disfrutando de la gran variedad de platos y recomendaciones de los Chef.",22-mayo-2014,4
249,g309293-d12065918,Isolina,4.5,"Contemporánea, Bar de vinos","Avenida 9, Calle 33 Frente al Fresh Market, Barrio Escalante, San José 10101 Costa Rica","9.938066,-84.07774","Había escuchado muchísimo de este lugar pero lamentablemente todo estuvo mal, dos botellas de vino devueltas y una comida sumamente grasienta. En lo positivo tiene un bonito ambiente. ",12-febrero-2018,1
250,g309293-d12065918,Isolina,4.5,"Contemporánea, Bar de vinos","Avenida 9, Calle 33 Frente al Fresh Market, Barrio Escalante, San José 10101 Costa Rica","9.938066,-84.07774","Veníamos muy recomendados por amigos, muy emocionados por probar este nuevo lugar. El menú es diario, y entendíamos que cambia día a día. Pero el día que vinimos no fue el día. Empezamos con tragos terriblemente preparados. Aperol Spritz casi sin aperol y un tinto de verano (vino y jugo de naranja). La comida parecía peor que hecha en casa: una pasta con tomate y broccoli adobada con lo que parecía cubito maggie. El risotto de cordero sumamente amargo con sabor sumamente desagradable a arroz con leche hecho con leche evaporada. Una experiencia que deja mucho que desear. En resumen: no vale la pena. Calidad inferior por un precio muy alto.",4-febrero-2017,1
251,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719",Los platillos perdieron su toque de antes. No sé qué pasó?  El lugar es muy agradable. Por eso me gustaba visitarlo !! Tal vez mala suerte. Debe mejorar la calidad del platillo.,15-enero-2017,2
252,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Prácticamente me echaron del lugar a pesar de que estaba vacío, varias meseras se quedaron frente a la mesa haciendo presión para que no fuéramos y además comentaron ""Pero si ellos ya se van"" recogieron la mesa en muchas ocasiones lo cual resultó muy incómodo. Dejo claro no tenía ni una hora de haber llegado al lugar lo cual el tiempo no era inconveniente y aún no era la hora de salida. En mi vida volvería a ese lugar y cuánta gente puedo les comento de la mala experiencia vivida en este lugar.",16-septiembre-2016,1
253,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Ratillo tengo ya de no ir, pero de mi memoria no olvido los hongos rellenos con una copa de vino en medio de velas y una buena compañía, pero sobre todo el postre de pecanas mmmm que rico, de aspecto urbano pero cálido ambiente, súper recomendado y grandes recuerdos tengo de almuerzos y cenas con amigos y pareja, buen parque y precios razonables ",13-septiembre-2016,4
254,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Un gran lugar, de gran variedad en su carta de menú.Sus pequeños detalles lo hacen grande y su atencion especial.Muy recomendado para una noche con amigos o pareja, para pasar un momento bonito y compartir.",20-julio-2016,5
255,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Después de semanas cenando en restaurantes de comida costarricense decidimos ir a un restaurante internacional como venía en la guía Lonely Planet. El sitio tiene mucho encanto, los camareros nos atendieron bien. La limonada estaba muy buena y los panes que te ofrecen en la presentación también. Pedimos una pizza para cenar y tal fue nuestra decepción, parecía una pizza que compras en el supermercado y además lo peor de todo es que llevaba una pasta de frijoles en lugar de tomate como base. Nuestras ganas de comer algo diferente se esfumaron y además el sabor de la pizza dejaba mucho que desear. Puede que los demás platos estén mejor, pero la pizza no es su fuerte.",11-marzo-2016,2
256,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Café mundo es interesante desde el momento en que se entra. Está muy bien decorado y cuenta con grandes salones que te da la opción de ir a almorzar con grupos de amigos.Yo lo visito a menudo para el almuerzo y las opciones de plato del día siempre son muy buenas.Tradición en este restaurante es cuando te traen el pan que consiste en tres tipos de panes , debes de mojarlos en aceite de oliva aromatizados y comerlo antes de que llegue la comida.Los frescos naturales son muy buenos, y al final siempre te dan una pequeña muestra de postre como cortesía.En las noches tiene también su ambiente y es ideal para tomarse un vinito.",16-septiembre-2015,4
257,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","En Café Mundo siempre todo esta genial, un restaurante con buen ambiente, siempre te encuentras amigos, la comida simplemente deliciosa y lo mejor su personal con ese carisma característico, mas que recomendado.",28-enero-2015,5
258,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Siempre que puedo voy a cenar o almohada a Café Mundo. Uno de mis restaurantes favoritos por sabor, atención, precio, platillos y demás.",19-enero-2015,5
259,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Café Mundo tiene una atmósfera mistica, que lo hace una experiencia única cada vez que se visita, definitivamente nunca me defrauda, probamos uno de los especiales del día que era un Dip de Pejiballe, y realmente es de lo mas rico que he probado. El servicio realmente bueno a pesar de estar con una capacidad bastante alta, la comida en general con un nivel extraordinario, y para cerrar el famoso Bavarois de tres chocolates, que cada vez que lo pruebo me recuerda que definitivamente es mi postre favorito! Felicidades!!",20-agosto-2014,5
260,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","No fuimos solo la mesa, pero varios los grupos de amigos que el mes de Marzo sufrimos los síntomas de la bacteria Estafilocócica gracias a lo que comimos en Café Mundo, razones de sobra para hacer la denuncia pública también por este medio, ya que la denuncia ante el Ministerio de Salud no asegura ningún cambio inmediato!",6-abril-2011,1
261,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Zona muy mediocre para comenzar, pero una vez allí, la comida era bastante buena, y si quieres, puedes ir en el menú. El personal puede haber tenido una mala noche, ya que el servicio era bastante pobre. Nuestro amigo dejó un vaso de vino, y ella era usar sandalias y el personal ni siquiera limpiar el cristal hasta que nos fuimos. Apenas dar este lugar 3 estrellas.No volver",14-mayo-2017,3
262,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719",La ubicación es genial. La casa reformada es precioso. Solía ser un gran lugar para comer o cenar con un menú interesante. El almuerzo diario especial siempre era buena. Esto no ha sido el caso en los últimos años ya que los dueños son claramente mucho más interesado en una noche multitud de bar. Se han ampliado y renovado espacio adicional para esto. Si lo que quieres es una comida ... ve a otro lado.,4-noviembre-2014,2
263,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Este es un buen lugar para pasar el rato con amigos o familia. La comida es genial, el servicio, excelente -en tiempo y en una buena manera-.  El lugar es muy agradable con un ambiente internacional.",12-mayo-2013,5
264,g309293-d780146,Cafe Mundo,4.0,Internacional,"Calle 15 y Avenida 9 200m este y 100m norte del INS, San José Costa Rica","9.937197,-84.0719","Un hermoso restaurante, pero la comida aquí fue probablemente los más débiles que tuvimos durante nuestra semana de Costa Rica. Vine aquí tarde un domingo por la noche y el lugar estaba bastante lleno. sopa, ensalada, pasta con la ensalada siendo el más inspirados de éstas. La camarera no era demasiado respnsive o cuando le preguntamos sobre las ofertas especiales o el tamaño de las comidas",28-febrero-2012,2
265,g309293-d12187989,Apotecario,4.5,"Bar, Centroamericana, Pub, Costarricense","Calle 31 Avenida 9 Casa 3104 Barrio Escalante 300m Este de la Iglesia de Santa Teresita, San José Costa Rica","9.935893,-84.06429","Mi comida como celíaca fue buena y abundante , las otras personas que estaban conmigo también les gustó la comida, el problema fue la bebida pidieron cerveza , les ofrecieron cerveza artesanal , usualmente se sirve en vaso o jarro pero no en una Copa de vino , la cantidad de cerveza en una Copa era poca y encima cara ,no creo que vuelva ,hay otros lugares muy lindos y más economicos, se paga la zona cuando se va a apotecario",29-enero-2020,2
266,g309292-d11748043,Pimento,5.0,"Italiana, Mariscos, Mediterránea, Europea","Hotel InterContinental in fron of Multiplaza Shoping Center , San Jose, Escazú 11856-1000 Costa Rica","9.945927,-84.153786",Excelente servicio y la comida deliciosa!! Definitivamente recomiendo el restaurante. Estuvieron muy atentos para cualquier cosa que necesitáramos. :) *****,21-enero-2018,5
267,g309292-d11748043,Pimento,5.0,"Italiana, Mariscos, Mediterránea, Europea","Hotel InterContinental in fron of Multiplaza Shoping Center , San Jose, Escazú 11856-1000 Costa Rica","9.945927,-84.153786",Hace rato no íbamos a este restaurante y decidimos darle otra oportunidad. Que agradable sorpresa. Pedimos el rissotto con hongos y el rissotto con camarones y ambos estaban exquisitos. Como siempre los meseros súper atentos y hasta el chef salió a preguntar si todo estaba bien. Además de postre pedimos los profiteroles y la panna cota y estaban deliciosos!! Definitivamente quiero volver sobre todo a probar la lasaña de la nonna. Recomendado. ,6-noviembre-2017,5
268,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998",Excelente variedad de platos. Probamos cordero y pollo y ambos están muy bien. Los precios incluido un refresco natural andan alrededor de 15.000 por persona,6-octubre-2019,5
269,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","Es un delicioso restaurante. Además de ser cómodo, sus platos están llenos de olores y sabores que, para los amantes de las especias, será una delicia absoluta.El servicio es muy bueno. Todo es bueno, la verdad. Y para aquellos que tanto os gusta este restaurante, no entiendo porque le dan 4 estrellas en lugar de cinco.Si lo merece, lo merece!!!",8-julio-2019,5
270,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","Increíble que pida “solo agua” para acompañar la comida y que decidan cobrar 3000 colones. Somos ticos, es la norma que tomamos del agua POTABLE de nuestro país. Si al menos hubiera preguntado el mesero si preferíamos del tubo o en una botella de vidrio que tenía costo, pues menos mal. Pero simplemente apareció en la factura. Además, el sabor no era el mejor que haya probado en comida india, mala relación precio-calidad. No lo recomiendo, hay mejores por la zona.",3-abril-2019,2
271,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998",Siempre que vamos a comer comida hindú vamos a 506 y nunca hemos tenido quejas. Mantienen siempre el excelente estándar de cálidad. Todo lo que hemos comido siempre nos ha gustado y los meseros son super amables.,16-septiembre-2017,5
272,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","El servicio es muy bueno, el lugar muy acogedor y el ambiente muy bueno, al ser pequeno y cerrado, el olor del curry es muy fuerte, por lo que algunas personas les puede parecer bastente incomodo, con respecto a la comida, pedimos un pollo tikka massala, un plato surtido con cordero, pollo y res y un naan de queso, el plato surtido venia con un curry, pero al final resulto ser el mismo que traia la salsa tikka massala lo cual no deberia ser asi, puesto que son preparaciones distintas, al final ambos platos tenia un fuerte sabor a curry que no permitia ningun otra especie sobresalir. El pan si estaba muy bueno y el arroz, pero los platos principales bastante regular. Precios alrededor de 8000 a 13000 colones ($15-25) por plato",24-abril-2017,3
273,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","Es el mejor restaurante de comida i dia del país, un local que conserva el auténtico sabor de su gastronomía.",24-abril-2016,5
274,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","La comida es deliciosa y  el servicio es muy bueno. Buena relación calidad-precio. Para los amantes de la comida india, ¡recomendadísimo!",15-febrero-2016,5
275,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998",La comida y servicio fueron excelentes y la comida es legitima de la India.  También son muy atentos a las necesidades de los vegetarianos y los veganos.,12-febrero-2016,5
276,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","En resumen: Yogurt vencido en un Lassi, el dueño diciendo que ""el cliente no tiene la razón"", una bebida cobrada doble y al reclamar intentaron echarnos del local. La comida no es mala, pero solo la actitud de los que sirven me causaron indigestión, luego nos trataron de mentirosos.No volveré nunca.",22-julio-2015,1
277,g309292-d7812020,Taste of India506,4.5,De la India,"Trejos Montealegre Escazu Village 2ndo nivel, diagonal al I.N.S, Escazú 10203 Costa Rica","9.933928,-84.12998","Esta es sólo la tercera vez que me han dado cinco estrellas a un restaurante. Me llevé a mis clientes de Costa Rica aquí para cenar y mi cliente, siendo India, me dijeron que este lugar era excelente.El restaurante se encuentra en el extremo de un pequeño centro comercial y cuando vas dentro de los aromas de la India son una maravilla. El lugar está bien iluminado y decorado con un ambiente muy cálido y acogedor. Nuestra camarera, la mujer del dueño, era amable y llevó a cabo una sonrisa permanente. El servicio era excelente, el vino fue buena, pero la comida era verdaderamente excepcional. Aunque me encanta EN LOS ESTADOS UNIDOS, soy originaria de Inglaterra, así que me encanta la cocina india. Comimos un montón! Por favor, prueba el seekh kebab, cordero a la parrilla y delicada baja formada en un pincho. La mejor que he comido nunca. También prueba El picante naan - el chef operado un restaurante indio en Escocia y creado para la gente. Deliciosos!Una experiencia maravillosa y volveré. Gracias chef Kamal.",16-marzo-2017,5
